"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","137157","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","2153","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>hear something</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","11","2.1.0","139084","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1923","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","12","2.1.0","141477","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","2392","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>think about something</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","13","2.1.0","144712","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","3233","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>choose what to do</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>experience pain</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","14","2.1.0","146894","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","2179","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>experience pain</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","1","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>get tired</strong></p>","experience pain","kick something","get tired","","","","",""
"","","","","","html-button-response","15","2.1.0","148571","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","1676","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>sit down</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>jump up and down</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","16","2.1.0","176507","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","27934","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","1","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","17","2.1.0","180728","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","4219","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","1","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>sit down</strong></p>","kick something","think about something","sit down","","","","",""
"","","","","","html-button-response","18","2.1.0","241883","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","61153","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>The creature has one of the following two abilities, and not the other. <br>Which of these two abilities do you think the creature also has?</p>","0","","preceding","","<p style=""font-size: 25px;"">The ability to <strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","instructions","19","2.1.0","245202","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","3316","","","[{""page_index"":0,""viewing_time"":3316}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","260233","DAF622F9022647A99AB9915F19EDE3BA","","019a08eb-2e9e-73d9-8903-936d45d7eccc","demographics_survey","15027","","{""feedback"":""it was all vibes based\n"",""age"":""26"",""gender"":""Non-binary"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","it was all vibes based
","26","Non-Hispanic","Non-binary","White"
