"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","59199","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6043","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","11","2.0.0","63240","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4040","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","12","2.0.0","69516","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6273","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","13","2.0.0","77139","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7621","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","14","2.0.0","85218","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8077","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","15","2.0.0","88957","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3737","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","16","2.0.0","94361","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5402","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","17","2.0.0","98511","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4148","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","18","2.0.0","103508","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4996","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","19","2.0.0","107369","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3859","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","99","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","20","2.0.0","112362","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4991","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","21","2.0.0","117105","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4741","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","22","2.0.0","122079","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4972","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","23","2.0.0","126989","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4908","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","24","2.0.0","132065","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5075","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","137710","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5643","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","26","2.0.0","141908","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4196","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","27","2.0.0","145287","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3378","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","28","2.0.0","148736","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3447","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","29","2.0.0","153252","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4514","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","30","2.0.0","158227","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4973","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","31","2.0.0","162194","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3965","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","32","2.0.0","168089","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5893","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","33","2.0.0","171987","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3896","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","34","2.0.0","175937","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3949","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","get tired","feel scared","50","","",""
"","","","","","instructions","35","2.0.0","184492","234D27754EB24654B513F8679BDA2126","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8553","","","[{""page_index"":0,""viewing_time"":8553}]","","","","","","",""
