"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","16","2.0.0","144466","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","39192","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","17","2.0.0","156275","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","11808","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","18","2.0.0","163898","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7622","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","87","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","19","2.0.0","169751","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5852","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","20","2.0.0","175905","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6153","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","88","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","21","2.0.0","179652","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3746","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","22","2.0.0","184622","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4969","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","23","2.0.0","189549","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4926","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","24","2.0.0","195756","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6205","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","201415","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5658","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","26","2.0.0","218824","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","17408","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","27","2.0.0","223073","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4248","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","28","2.0.0","228191","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5117","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","62","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","29","2.0.0","235956","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7764","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","30","2.0.0","245059","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9103","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","31","2.0.0","249238","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4178","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","32","2.0.0","253786","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4547","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","83","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","33","2.0.0","258989","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5203","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","34","2.0.0","263324","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4334","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","similar","feel scared","become hungry","50","","",""
"","","","","","instructions","35","2.0.0","265728","FB7B167CA9764A978A853C08D3D1D84E","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2404","","","[{""page_index"":0,""viewing_time"":2404}]","","","","","","",""
