"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","80670","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10191","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","11","2.0.0","91294","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10623","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","41","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","12","2.0.0","95902","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4607","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","13","2.0.0","100158","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4255","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","14","2.0.0","105606","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5447","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","15","2.0.0","111230","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5623","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","91","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","16","2.0.0","117230","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5999","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","32","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","17","2.0.0","121486","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4255","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","18","2.0.0","126838","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5351","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","19","2.0.0","132374","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5535","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","53","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","20","2.0.0","142702","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10327","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","21","2.0.0","150678","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7975","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","48","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","22","2.0.0","156134","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5455","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","18","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","23","2.0.0","160038","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3904","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","24","2.0.0","165302","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5263","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","171054","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5751","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","26","2.0.0","175639","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4584","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","27","2.0.0","181046","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5407","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","38","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","28","2.0.0","186622","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5575","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","85","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","29","2.0.0","192846","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6223","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","30","2.0.0","198142","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5295","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","57","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","31","2.0.0","202374","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4231","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","32","2.0.0","208262","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5887","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","85","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","33","2.0.0","212750","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4487","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","34","2.0.0","218118","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5367","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","see something","hear something","50","","",""
"","","","","","instructions","35","2.0.0","221446","009FE64FA74E46D7978DA02606B0C060","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3328","","","[{""page_index"":0,""viewing_time"":3328}]","","","","","","",""
