"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","65803","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7098","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","11","2.0.0","70688","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4882","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","",""
"","","","","","html-slider-response","12","2.0.0","76804","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6114","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","","50","think about something","",""
"","","","","","html-slider-response","13","2.0.0","85355","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8549","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","become hungry","50","","",""
"","","","","","html-slider-response","14","2.0.0","89655","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4295","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","take a walk","50","","",""
"","","","","","html-slider-response","15","2.0.0","93739","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4082","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","think about something","","50","remember something","",""
"","","","","","html-slider-response","16","2.0.0","98273","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4532","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","experience pain","50","","",""
"","","","","","html-slider-response","17","2.0.0","103190","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4915","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","sit down","","50","jump up and down","",""
"","","","","","html-slider-response","18","2.0.0","107957","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4765","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","see something","","50","hear something","",""
"","","","","","html-slider-response","19","2.0.0","112307","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4348","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get sick","","50","get tired","",""
"","","","","","html-slider-response","20","2.0.0","116507","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4198","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","kick something","50","","",""
"","","","","","html-slider-response","21","2.0.0","122025","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5515","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get tired","","50","feel scared","",""
"","","","","","html-slider-response","22","2.0.0","126509","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4481","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","experience pain","","50","feel scared","",""
"","","","","","html-slider-response","23","2.0.0","130659","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4148","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","24","2.0.0","135509","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4849","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","139810","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4299","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","remember something","take a walk","50","","",""
"","","","","","html-slider-response","26","2.0.0","143527","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3714","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","jump up and down","50","","",""
"","","","","","html-slider-response","27","2.0.0","147994","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4465","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","","50","jump up and down","",""
"","","","","","html-slider-response","28","2.0.0","153728","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5732","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","think about something","take a walk","50","","",""
"","","","","","html-slider-response","29","2.0.0","158012","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4282","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","hear something","","50","see something","",""
"","","","","","html-slider-response","30","2.0.0","163746","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5731","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","jump up and down","think about something","50","","",""
"","","","","","html-slider-response","31","2.0.0","174696","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10948","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","choose what to do","","50","remember something","",""
"","","","","","html-slider-response","32","2.0.0","178131","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3432","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","33","2.0.0","181331","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3199","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","jump up and down","","50","sit down","",""
"","","","","","html-slider-response","34","2.0.0","185431","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4098","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","kick something","think about something","50","","",""
"","","","","","instructions","35","2.0.0","189748","08C79D3398DB435D8435082D97BDDB9A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4316","","","[{""page_index"":0,""viewing_time"":4316}]","","","","","","",""
