"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","198895","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3963","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","11","2.0.0","202899","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4003","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","12","2.0.0","205813","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2912","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","13","2.0.0","209361","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3547","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","14","2.0.0","213951","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4589","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","15","2.0.0","216817","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2865","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","16","2.0.0","219265","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2447","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","17","2.0.0","236329","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","17063","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","18","2.0.0","239133","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2803","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","19","2.0.0","243605","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4471","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","99","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","20","2.0.0","247785","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4179","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","21","2.0.0","251835","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4049","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","22","2.0.0","254743","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2906","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","23","2.0.0","259857","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5113","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","24","2.0.0","262431","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2573","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","266604","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4171","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","26","2.0.0","270463","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3858","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","27","2.0.0","272984","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2520","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","28","2.0.0","276520","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3535","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","29","2.0.0","278517","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","1995","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","30","2.0.0","281356","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2839","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","31","2.0.0","285748","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4390","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","32","2.0.0","290317","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4568","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","33","2.0.0","292702","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2384","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","34","2.0.0","316702","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","23999","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","","50","kick something","",""
"","","","","","instructions","35","2.0.0","319842","DEBBEFC6355B4B29B3BBB48823A71923","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3139","","","[{""page_index"":0,""viewing_time"":3139}]","","","","","","",""
