"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","22","2.0.0","218467","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4857","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","10","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","23","2.0.0","224683","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6212","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","22","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","24","2.0.0","230582","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5897","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","238549","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7965","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","26","2.0.0","246728","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8177","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","27","2.0.0","253407","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6677","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","28","2.0.0","259531","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6122","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","32","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","29","2.0.0","274865","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","15331","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","30","2.0.0","283314","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8448","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","97","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","31","2.0.0","291431","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8115","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","83","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","32","2.0.0","298610","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7177","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","33","2.0.0","304761","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6149","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","34","2.0.0","309490","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4727","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","become hungry","","50","take a walk","",""
"","","","","","instructions","35","2.0.0","318387","F195FB9A6E66495FBF1789FA639871B7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8895","","","[{""page_index"":0,""viewing_time"":8895}]","","","","","","",""
