"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","14","2.0.0","128555","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9138","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","15","2.0.0","132615","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4057","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","16","2.0.0","136635","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4017","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","17","2.0.0","141963","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5324","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","18","2.0.0","146390","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4424","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","19","2.0.0","151943","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5550","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","20","2.0.0","157061","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5115","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","21","2.0.0","161577","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4514","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","22","2.0.0","166464","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4884","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","23","2.0.0","173596","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7129","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","24","2.0.0","180264","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6664","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","185009","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4742","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","26","2.0.0","189965","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4952","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","27","2.0.0","195324","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5356","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","28","2.0.0","203296","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7970","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","29","2.0.0","209692","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6393","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","30","2.0.0","214836","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5141","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","31","2.0.0","218237","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3397","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","32","2.0.0","223130","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4890","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","33","2.0.0","227851","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4718","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","34","2.0.0","232615","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4761","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","",""
"","","","","","instructions","35","2.0.0","239015","C27A471AEB3F4B1ABC82DB5A8F84F9C1","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6398","","","[{""page_index"":0,""viewing_time"":6398}]","","","","","","",""
