"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","54975","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3056","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","become hungry","take a walk","50","","",""
"","","","","","html-slider-response","11","2.0.0","59905","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4926","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","remember something","","50","think about something","",""
"","","","","","html-slider-response","12","2.0.0","66188","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6281","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","reach for something","","50","kick something","",""
"","","","","","html-slider-response","13","2.0.0","70798","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4608","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","causal","get sick","see something","50","","",""
"","","","","","html-slider-response","14","2.0.0","74972","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4173","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","59","","similar","choose what to do","","50","remember something","",""
"","","","","","html-slider-response","15","2.0.0","79074","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4099","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","66","","similar","sit down","","50","jump up and down","",""
"","","","","","html-slider-response","16","2.0.0","83094","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4017","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","71","","causal","kick something","think about something","50","","",""
"","","","","","html-slider-response","17","2.0.0","87727","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4631","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","31","","similar","get sick","","50","get tired","",""
"","","","","","html-slider-response","18","2.0.0","139350","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","51621","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","19","","similar","jump up and down","","50","sit down","",""
"","","","","","html-slider-response","19","2.0.0","174586","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","35233","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","similar","think about something","","50","remember something","",""
"","","","","","html-slider-response","20","2.0.0","178899","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4310","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","hear something","take a walk","50","","",""
"","","","","","html-slider-response","21","2.0.0","221578","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","42677","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","jump up and down","think about something","50","","",""
"","","","","","html-slider-response","22","2.0.0","233985","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","12404","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","kick something","50","","",""
"","","","","","html-slider-response","23","2.0.0","237241","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3249","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","see something","50","","",""
"","","","","","html-slider-response","24","2.0.0","240360","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3117","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","244445","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4082","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","causal","take a walk","think about something","50","","",""
"","","","","","html-slider-response","26","2.0.0","248652","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4205","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","27","2.0.0","251810","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3156","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","get tired","","50","feel scared","",""
"","","","","","html-slider-response","28","2.0.0","254501","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2688","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","68","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","29","2.0.0","257223","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2720","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","become hungry","50","","",""
"","","","","","html-slider-response","30","2.0.0","260061","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2836","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","experience pain","","50","feel scared","",""
"","","","","","html-slider-response","31","2.0.0","263202","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3139","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","see something","take a walk","50","","",""
"","","","","","html-slider-response","32","2.0.0","268886","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5682","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","feel scared","","50","become hungry","",""
"","","","","","html-slider-response","33","2.0.0","272586","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3698","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","","50","jump up and down","",""
"","","","","","html-slider-response","34","2.0.0","275449","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2860","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","similar","become hungry","","50","experience pain","",""
"","","","","","instructions","35","2.0.0","277439","3E233506ECDF4D9DBB175775068FD8C6","","5824a839-7f6f-4f19-93f6-b180e10098cf","","1988","","","[{""page_index"":0,""viewing_time"":1988}]","","","","","","",""
