"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","11","2.0.0","118183","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5667","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","12","2.0.0","125841","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7653","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","13","2.0.0","131634","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5787","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","14","2.0.0","138580","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6941","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","15","2.0.0","145186","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6603","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","16","2.0.0","150867","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5677","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","17","2.0.0","161622","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10748","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","18","2.0.0","167751","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6124","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","19","2.0.0","171361","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3606","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","20","2.0.0","176787","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5421","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","21","2.0.0","212249","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","35458","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","22","2.0.0","226513","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","14259","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","23","2.0.0","232341","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5824","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","24","2.0.0","238332","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5987","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","247784","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9448","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","26","2.0.0","251880","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4092","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","27","2.0.0","255576","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3692","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","28","2.0.0","260721","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5143","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","take a walk","","50","think about something","",""
"","","","","","html-slider-response","29","2.0.0","265291","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4566","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","30","2.0.0","272168","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6873","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","31","2.0.0","277276","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5103","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","32","2.0.0","283186","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5907","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","33","2.0.0","288728","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5538","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","34","2.0.0","293489","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4757","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get sick","","50","see something","",""
"","","","","","instructions","35","2.0.0","301274","E8409075B6F041FF84D4D810FDB3523A","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7770","","","[{""page_index"":0,""viewing_time"":7770}]","","","","","","",""
