"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","21","2.0.0","132463","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4544","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get sick","","50","get tired","",""
"","","","","","html-slider-response","22","2.0.0","138111","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5647","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","remember something","take a walk","50","","",""
"","","","","","html-slider-response","23","2.0.0","141948","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3837","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","2","","causal","get sick","see something","50","","",""
"","","","","","html-slider-response","24","2.0.0","147483","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5534","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","2","","attention_check_2","","","50","","2","yes"
"","","","","","html-slider-response","25","2.0.0","153591","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6106","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","think about something","take a walk","50","","",""
"","","","","","html-slider-response","26","2.0.0","158452","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4860","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","sit down","","50","jump up and down","",""
"","","","","","html-slider-response","27","2.0.0","162772","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4319","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","experience pain","kick something","50","","",""
"","","","","","html-slider-response","28","2.0.0","167981","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5208","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","hear something","","50","see something","",""
"","","","","","html-slider-response","29","2.0.0","171007","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3025","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","7","","similar","take a walk","","50","jump up and down","",""
"","","","","","html-slider-response","30","2.0.0","176205","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5197","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","31","2.0.0","180512","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4306","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","become hungry","take a walk","50","","",""
"","","","","","html-slider-response","32","2.0.0","187792","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7279","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","99","","causal","reach for something","become hungry","50","","",""
"","","","","","html-slider-response","33","2.0.0","192978","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5185","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","34","2.0.0","198614","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5636","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","see something","","50","hear something","",""
"","","","","","instructions","35","2.0.0","202585","7EEDCA69773649809EE88FA909C4F973","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3970","","","[{""page_index"":0,""viewing_time"":3970}]","","","","","","",""
