"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","10","2.0.0","125704","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","18931","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","11","2.0.0","132103","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6396","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","12","2.0.0","137372","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5266","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","84","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","13","2.0.0","144569","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7194","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","14","2.0.0","152350","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7781","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","13","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","15","2.0.0","157169","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4817","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","16","2.0.0","164567","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7395","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","96","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","17","2.0.0","172668","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8101","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","94","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","18","2.0.0","182021","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9350","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","13","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","19","2.0.0","188285","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6260","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","20","2.0.0","198419","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10133","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","32","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","21","2.0.0","203450","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5031","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","13","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","22","2.0.0","209569","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6118","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","23","2.0.0","215490","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5918","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","24","2.0.0","222989","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7496","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","229288","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6297","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","26","2.0.0","236639","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7349","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","94","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","27","2.0.0","241721","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5080","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","28","2.0.0","247103","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5380","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","29","2.0.0","252219","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5115","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","94","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","30","2.0.0","256439","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4218","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","31","2.0.0","261005","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4563","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","",""
"","","","","","html-slider-response","32","2.0.0","266389","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5382","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","33","2.0.0","277452","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","11063","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","34","2.0.0","283393","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5939","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","causal","experience pain","","50","kick something","",""
"","","","","","instructions","35","2.0.0","286474","DA18B0A6B8834E3692E56C4A4A24C5F7","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3077","","","[{""page_index"":0,""viewing_time"":3077}]","","","","","","",""
