"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","12","2.0.0","606131","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2602","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","31","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","13","2.0.0","608992","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2859","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","14","2.0.0","613060","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4066","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","sit down","jump up and down","50","","",""
"","","","","","html-slider-response","15","2.0.0","615474","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2411","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","32","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","16","2.0.0","619691","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4216","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","17","2.0.0","622770","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3077","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","18","2.0.0","625070","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2297","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","40","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","19","2.0.0","627615","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2541","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","20","2.0.0","783819","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","156201","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","21","2.0.0","786255","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2435","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","22","2.0.0","790153","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3896","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","23","2.0.0","792568","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2412","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","34","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","24","2.0.0","801421","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8851","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","100","","attention_check_2","","","50","","100","no"
"","","","","","html-slider-response","25","2.0.0","804251","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2828","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","26","2.0.0","806944","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2690","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","27","2.0.0","810450","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3503","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","28","2.0.0","814173","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3721","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","17","","causal","think about something","","50","take a walk","",""
"","","","","","html-slider-response","29","2.0.0","816484","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2309","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","30","2.0.0","818502","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2016","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","88","","causal","reach for something","","50","become hungry","",""
"","","","","","html-slider-response","31","2.0.0","832212","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","13707","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","32","2.0.0","835803","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","3585","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","38","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","33","2.0.0","841500","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5694","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","34","2.0.0","843647","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2145","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","causal","take a walk","","50","think about something","",""
"","","","","","instructions","35","2.0.0","847915","D961D47A6BE04E1BA7EFED1145EE0FED","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4267","","","[{""page_index"":0,""viewing_time"":4267}]","","","","","","",""
