"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","15","2.1.0","223145","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10127","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","231121","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7976","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","258557","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","27435","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","99","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","267767","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9210","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","272179","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4411","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","276089","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3909","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","reach for something","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","288214","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","12124","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get sick","get tired","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","292974","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4760","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","87","","causal","become hungry","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","298954","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5980","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","96","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","307421","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8466","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","319211","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11790","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","329427","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10215","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","335420","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5992","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","63","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","339136","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3716","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","343440","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4303","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","96","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","347694","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4253","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","352787","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5092","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","357490","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4702","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","366388","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8897","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","get tired","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","378172","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11783","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","409885","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","31712","","","[{""page_index"":0,""viewing_time"":31712}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","467624","2F07A81F440A4C1AB7AAEFB3A5368031","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","57737","","{""feedback"":""It wasn't a satisfying answer when it didn't make sense."",""age"":""52"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","It wasn't a satisfying answer when it didn't make sense.","52","Non-Hispanic","Female","White"
