"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","155286","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","19358","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","35","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","162143","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6852","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","172326","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10178","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","19","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","176832","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4501","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","183498","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6661","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","40","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","191198","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7694","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","causal","experience pain","kick something","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","197918","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6715","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","53","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","206437","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8515","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","59","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","215103","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8663","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","220558","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5449","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","228635","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8073","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","18","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","246765","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","18125","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","20","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","255907","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9137","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","272386","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","16472","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","30","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","293826","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","21435","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","301602","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7770","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","19","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","307803","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6197","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","causal","get sick","see something","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","320847","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","13038","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","17","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","328688","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7834","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","56","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","338852","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10159","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","17","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","345855","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6995","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","21","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","351934","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6073","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","7","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","362055","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10116","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","21","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","366737","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4677","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","62","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","372130","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5387","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","instructions","35","2.1.0","423425","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","51292","","","[{""page_index"":0,""viewing_time"":51292}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","551609","C903F8C5BCE94AEDB632DCA922442E9C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","128167","","{""feedback"":""I put myself in those shoes and thought of how i would feel if it were me and went by that.    everything went well.. thank you for letting me be apart of it.. have a nice day."",""age"":""42"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","I put myself in those shoes and thought of how i would feel if it were me and went by that.    everything went well.. thank you for letting me be apart of it.. have a nice day.","42","Non-Hispanic","Male","White"
