"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","12","2.1.0","115574","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9185","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","27","","similarity","see something","","50","27","","","hear something","","","","",""
"","","","","","html-slider-response","13","2.1.0","122622","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7047","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","25","","similarity","think about something","","50","25","","","remember something","","","","",""
"","","","","","html-slider-response","14","2.1.0","128171","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5548","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","24","","similarity","feel scared","","50","24","","","get tired","","","","",""
"","","","","","html-slider-response","15","2.1.0","136546","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8374","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","60","","counterfactual","jump up and down","see something","50","60","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","144972","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8425","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","24","","counterfactual","become hungry","take a walk","50","24","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","151687","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6714","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","25","","similarity","remember something","","50","25","","","think about something","","","","",""
"","","","","","html-slider-response","18","2.1.0","157211","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5523","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","74","","counterfactual","kick something","think about something","50","74","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","162373","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5162","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","","","50","","0","yes","","","","","",""
"","","","","","html-slider-response","20","2.1.0","171426","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9051","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","15","","counterfactual","think about something","get sick","50","15","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","179928","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8501","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","26","","similarity","reach for something","","50","26","","","kick something","","","","",""
"","","","","","html-slider-response","22","2.1.0","185802","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5873","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","25","","counterfactual","experience pain","kick something","50","25","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","193312","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7509","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","10","","similarity","jump up and down","","50","10","","","sit down","","","","",""
"","","","","","html-slider-response","24","2.1.0","199276","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5963","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","26","","similarity","get tired","","50","26","","","feel scared","","","","",""
"","","","","","html-slider-response","25","2.1.0","205968","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6691","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","25","","counterfactual","choose what to do","experience pain","50","25","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","219249","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","13280","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","77","","similarity","hear something","","50","77","","","see something","","","","",""
"","","","","","html-slider-response","27","2.1.0","225580","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6330","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","27","","counterfactual","take a walk","think about something","50","27","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","231598","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6017","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","12","","counterfactual","feel scared","see something","50","12","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","239824","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8225","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","14","","similarity","get sick","","50","14","","","get tired","","","","",""
"","","","","","html-slider-response","30","2.1.0","245726","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5901","<p style=""font-size: 25px;"">A person <strong>got sick</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get sick</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","25","","counterfactual","get tired","jump up and down","50","25","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","254002","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8275","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","27","","counterfactual","remember something","take a walk","50","27","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","265097","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","11094","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","87","","similarity","take a walk","","50","87","","","sit down","","","","",""
"","","","","","html-slider-response","33","2.1.0","271043","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5945","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","25","","similarity","experience pain","","50","25","","","get tired","","","","",""
"","","","","","html-slider-response","34","2.1.0","275180","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4136","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","25","","similarity","sit down","","50","25","","","jump up and down","","","","",""
"","","","","","instructions","35","2.1.0","278867","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","","3686","","","[{""page_index"":0,""viewing_time"":3686}]","","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","315659","9A295151D51149AEAC48FDD3DA0467FD","0198e2e6-b739-7c58-bdbb-8d469f5cddde","0198e2d6-5c2e-73f5-8451-25a6796d814f","demographics_survey","36791","","{""feedback"":""I just imagined the scenarios in my mind"",""age"":""59"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","I just imagined the scenarios in my mind","59","Non-Hispanic","Male","White"
