"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","slider_start","attn_response","attn_correct","itemB","causal_itemA","response_value","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","12","2.1.0","148590","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4864","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","8","","counterfactual","50","","","kick something","think about something","8","","","","","",""
"","","","","","html-slider-response","13","2.1.0","155298","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6706","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","18","","similarity","50","","","experience pain","","18","get tired","","","","",""
"","","","","","html-slider-response","14","2.1.0","160637","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5337","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","89","","similarity","50","","","become hungry","","89","feel scared","","","","",""
"","","","","","html-slider-response","15","2.1.0","169991","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9352","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","14","","counterfactual","50","","","reach for something","become hungry","14","","","","","",""
"","","","","","html-slider-response","16","2.1.0","191270","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","21277","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","9","","counterfactual","50","","","become hungry","take a walk","9","","","","","",""
"","","","","","html-slider-response","17","2.1.0","197953","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6680","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","71","","similarity","50","","","feel scared","","71","get tired","","","","",""
"","","","","","html-slider-response","18","2.1.0","207673","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9718","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","65","","similarity","50","","","take a walk","","65","sit down","","","","",""
"","","","","","html-slider-response","19","2.1.0","216919","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9244","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","5","","similarity","50","","","remember something","","5","think about something","","","","",""
"","","","","","html-slider-response","20","2.1.0","221208","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4288","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","69","","counterfactual","50","","","remember something","take a walk","69","","","","","",""
"","","","","","html-slider-response","21","2.1.0","229017","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7806","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","37","","similarity","50","","","jump up and down","","37","sit down","","","","",""
"","","","","","html-slider-response","22","2.1.0","233982","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4963","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","63","","counterfactual","50","","","see something","take a walk","63","","","","","",""
"","","","","","html-slider-response","23","2.1.0","238849","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4864","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","60","","similarity","50","","","get sick","","60","get tired","","","","",""
"","","","","","html-slider-response","24","2.1.0","243951","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5099","<p style=""font-size: 25px;"">A person <strong>got sick</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get sick</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","12","","counterfactual","50","","","think about something","get sick","12","","","","","",""
"","","","","","html-slider-response","25","2.1.0","252746","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8794","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","74","","counterfactual","50","","","hear something","take a walk","74","","","","","",""
"","","","","","html-slider-response","26","2.1.0","257050","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4302","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","65","","similarity","50","","","get tired","","65","feel scared","","","","",""
"","","","","","html-slider-response","27","2.1.0","262625","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5572","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","34","","similarity","50","","","sit down","","34","jump up and down","","","","",""
"","","","","","html-slider-response","28","2.1.0","269947","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7321","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","50","0","yes","","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","276364","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6413","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","75","","similarity","50","","","kick something","","75","sit down","","","","",""
"","","","","","html-slider-response","30","2.1.0","282626","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6261","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","9","","similarity","50","","","see something","","9","hear something","","","","",""
"","","","","","html-slider-response","31","2.1.0","289164","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6536","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","11","","similarity","50","","","choose what to do","","11","remember something","","","","",""
"","","","","","html-slider-response","32","2.1.0","296294","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7128","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","10","","counterfactual","50","","","take a walk","think about something","10","","","","","",""
"","","","","","html-slider-response","33","2.1.0","314815","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","18519","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","9","","counterfactual","50","","","choose what to do","experience pain","9","","","","","",""
"","","","","","html-slider-response","34","2.1.0","322355","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7538","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","25","","counterfactual","50","","","jump up and down","see something","25","","","","","",""
"","","","","","instructions","35","2.1.0","422097","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","","99741","","","[{""page_index"":0,""viewing_time"":99741}]","","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","436409","0D75B21EA67942B988D80423F896CC2A","0198e2e6-4f49-79fd-9b07-64f354359bb4","0198e2d6-5c2e-73f5-8451-25a6796d814f","demographics_survey","14309","","{""feedback"":"""",""age"":""23"",""gender"":""Male"",""other_gender"":"""",""race"":""Asian"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","","23","Non-Hispanic","Male","Asian"
