"subject_id","itemA","itemB","domain_itemA","domain_itemB","trial_type_order","freesort_distance","causal_distance"
"subj_01","become hungry","hear something","bio","mind","causation_first",0.71,0.77
"subj_01","choose what to do","hear something","mind","mind","causation_first",0.71,0.74
"subj_01","jump up and down","hear something","action","mind","causation_first",0.28,0
"subj_01","sit down","hear something","action","mind","causation_first",0.18,0.63
"subj_01","think about something","hear something","mind","mind","causation_first",0.73,0.34
"subj_01","get tired","hear something","bio","mind","causation_first",0.36,0.25
"subj_01","kick something","hear something","action","mind","causation_first",0.56,0
"subj_01","feel scared","hear something","bio","mind","causation_first",0.07,0.28
"subj_01","see something","reach for something","mind","action","causation_first",0.91,0.21
"subj_01","get sick","reach for something","bio","action","causation_first",1,0.24
"subj_01","hear something","reach for something","mind","action","causation_first",0.71,0.11
"subj_01","remember something","reach for something","mind","action","causation_first",0.85,0.29
"subj_01","experience pain","reach for something","bio","action","causation_first",0.55,0.24
"subj_01","take a walk","reach for something","action","action","causation_first",0.15,0.79
"subj_01","become hungry","reach for something","bio","action","causation_first",0.29,0.03
"subj_01","choose what to do","reach for something","mind","action","causation_first",0.02,0.11
"subj_01","jump up and down","reach for something","action","action","causation_first",0.31,0.77
"subj_01","sit down","reach for something","action","action","causation_first",0.45,0.1
"subj_01","think about something","reach for something","mind","action","causation_first",0.45,0.19
"subj_01","get tired","reach for something","bio","action","causation_first",0.31,0.15
"subj_01","kick something","reach for something","action","action","causation_first",0.68,0.27
"subj_01","feel scared","reach for something","bio","action","causation_first",0.73,0.21
"subj_01","see something","remember something","mind","mind","causation_first",0,0
"subj_01","get sick","remember something","bio","mind","causation_first",0.19,0.25
"subj_01","hear something","remember something","mind","mind","causation_first",0.23,0
"subj_01","reach for something","remember something","action","mind","causation_first",0.85,0.26
"subj_01","experience pain","remember something","bio","mind","causation_first",0.31,0
"subj_01","take a walk","remember something","action","mind","causation_first",0.66,0
"subj_01","become hungry","remember something","bio","mind","causation_first",0.7,0.22
"subj_01","choose what to do","remember something","mind","mind","causation_first",0.8,0.25
"subj_01","jump up and down","remember something","action","mind","causation_first",0.49,0.27
"subj_01","sit down","remember something","action","mind","causation_first",0.47,0.26
"subj_01","think about something","remember something","mind","mind","causation_first",0.65,0
"subj_01","get tired","remember something","bio","mind","causation_first",0.62,0.26
"subj_01","kick something","remember something","action","mind","causation_first",0.36,0.27
"subj_01","feel scared","remember something","bio","mind","causation_first",0.41,0
"subj_01","see something","experience pain","mind","bio","causation_first",0.3,0
"subj_01","get sick","experience pain","bio","bio","causation_first",0.59,0
"subj_01","hear something","experience pain","mind","bio","causation_first",0.44,0
"subj_01","reach for something","experience pain","action","bio","causation_first",0.55,0
"subj_01","remember something","experience pain","mind","bio","causation_first",0.31,0
"subj_01","take a walk","experience pain","action","bio","causation_first",0.46,0
"subj_01","become hungry","experience pain","bio","bio","causation_first",0.28,0.25
"subj_01","choose what to do","experience pain","mind","bio","causation_first",0.45,0.04
"subj_01","jump up and down","experience pain","action","bio","causation_first",0.36,0.24
"subj_01","sit down","experience pain","action","bio","causation_first",0.46,0.25
"subj_01","think about something","experience pain","mind","bio","causation_first",0.22,0
"subj_01","get tired","experience pain","bio","bio","causation_first",0.52,0.3
"subj_01","kick something","experience pain","action","bio","causation_first",0.03,0
"subj_01","feel scared","experience pain","bio","bio","causation_first",0.6,0
"subj_01","see something","take a walk","mind","action","causation_first",0.74,0.05
"subj_01","get sick","take a walk","bio","action","causation_first",0.76,0.86
"subj_01","hear something","take a walk","mind","action","causation_first",0.46,0.1
"subj_01","reach for something","take a walk","action","action","causation_first",0.15,0.74
"subj_01","remember something","take a walk","mind","action","causation_first",0.66,0.24
"subj_01","experience pain","take a walk","bio","action","causation_first",0.46,0.25
"subj_01","become hungry","take a walk","bio","action","causation_first",0.38,0.67
"subj_01","choose what to do","take a walk","mind","action","causation_first",0.21,0.25
"subj_01","jump up and down","take a walk","action","action","causation_first",0.06,0.25
"subj_01","sit down","take a walk","action","action","causation_first",0.19,1
"subj_01","think about something","take a walk","mind","action","causation_first",0.5,0.24
"subj_01","get tired","take a walk","bio","action","causation_first",0.05,0.85
"subj_01","kick something","take a walk","action","action","causation_first",0.61,0.24
"subj_01","feel scared","take a walk","bio","action","causation_first",0.46,0.17
"subj_01","see something","become hungry","mind","bio","causation_first",0.71,0
"subj_01","get sick","become hungry","bio","bio","causation_first",0.94,0.18
"subj_01","hear something","become hungry","mind","bio","causation_first",0.71,0.26
"subj_01","reach for something","become hungry","action","bio","causation_first",0.29,0.22
"subj_01","remember something","become hungry","mind","bio","causation_first",0.7,0.05
"subj_01","experience pain","become hungry","bio","bio","causation_first",0.28,0.26
"subj_01","take a walk","become hungry","action","bio","causation_first",0.38,0.09
"subj_01","choose what to do","become hungry","mind","bio","causation_first",0.15,0.7
"subj_01","jump up and down","become hungry","action","bio","causation_first",0.41,0.09
"subj_01","sit down","become hungry","action","bio","causation_first",0.58,0.24
"subj_01","think about something","become hungry","mind","bio","causation_first",0.04,0.02
"subj_01","get tired","become hungry","bio","bio","causation_first",0.52,0.25
"subj_01","kick something","become hungry","action","bio","causation_first",0.35,0.81
"subj_01","feel scared","become hungry","bio","bio","causation_first",0.81,0.23
"subj_01","see something","choose what to do","mind","mind","causation_first",0.84,0.15
"subj_01","get sick","choose what to do","bio","mind","causation_first",0.98,0.21
"subj_01","hear something","choose what to do","mind","mind","causation_first",0.71,0.74
"subj_01","reach for something","choose what to do","action","mind","causation_first",0.02,0.41
"subj_01","remember something","choose what to do","mind","mind","causation_first",0.8,0.15
"subj_01","experience pain","choose what to do","bio","mind","causation_first",0.45,0.14
"subj_01","take a walk","choose what to do","action","mind","causation_first",0.21,0.19
"subj_01","become hungry","choose what to do","bio","mind","causation_first",0.15,0.2
"subj_01","jump up and down","choose what to do","action","mind","causation_first",0.32,0.97
"subj_01","sit down","choose what to do","action","mind","causation_first",0.49,0.2
"subj_01","think about something","choose what to do","mind","mind","causation_first",0.31,0.21
"subj_01","get tired","choose what to do","bio","mind","causation_first",0.37,0.78
"subj_01","kick something","choose what to do","action","mind","causation_first",0.56,0.22
"subj_01","feel scared","choose what to do","bio","mind","causation_first",0.76,0.22
"subj_01","see something","jump up and down","mind","action","causation_first",0.58,0.28
"subj_01","get sick","jump up and down","bio","action","causation_first",0.58,0.99
"subj_01","hear something","jump up and down","mind","action","causation_first",0.28,0.25
"subj_01","reach for something","jump up and down","action","action","causation_first",0.31,0.8
"subj_01","remember something","jump up and down","mind","action","causation_first",0.49,0.76
"subj_01","experience pain","jump up and down","bio","action","causation_first",0.36,0.96
"subj_01","take a walk","jump up and down","action","action","causation_first",0.06,0.8
"subj_01","become hungry","jump up and down","bio","action","causation_first",0.41,0.94
"subj_01","choose what to do","jump up and down","mind","action","causation_first",0.32,0.81
"subj_01","sit down","jump up and down","action","action","causation_first",0.05,0.99
"subj_01","think about something","jump up and down","mind","action","causation_first",0.5,0.74
"subj_01","get tired","jump up and down","bio","action","causation_first",0.03,1
"subj_01","kick something","jump up and down","action","action","causation_first",0.52,0.75
"subj_01","feel scared","jump up and down","bio","action","causation_first",0.31,0.9
"subj_01","see something","sit down","mind","action","causation_first",0.57,0.03
"subj_01","get sick","sit down","bio","action","causation_first",0.48,0
"subj_01","hear something","sit down","mind","action","causation_first",0.18,0.2
"subj_01","reach for something","sit down","action","action","causation_first",0.45,0.27
"subj_01","remember something","sit down","mind","action","causation_first",0.47,0.02
"subj_01","experience pain","sit down","bio","action","causation_first",0.46,0
"subj_01","take a walk","sit down","action","action","causation_first",0.19,0.1
"subj_01","become hungry","sit down","bio","action","causation_first",0.58,0.09
"subj_01","choose what to do","sit down","mind","action","causation_first",0.49,0.09
"subj_01","jump up and down","sit down","action","action","causation_first",0.05,0
"subj_01","think about something","sit down","mind","action","causation_first",0.65,0.23
"subj_01","get tired","sit down","bio","action","causation_first",0.06,0
"subj_01","kick something","sit down","action","action","causation_first",0.61,0.2
"subj_01","feel scared","sit down","bio","action","causation_first",0.16,0.15
"subj_01","see something","think about something","mind","mind","causation_first",0.63,0
"subj_01","get sick","think about something","bio","mind","causation_first",0.92,0.22
"subj_01","hear something","think about something","mind","mind","causation_first",0.73,0
"subj_01","reach for something","think about something","action","mind","causation_first",0.45,0.2
"subj_01","remember something","think about something","mind","mind","causation_first",0.65,0
"subj_01","experience pain","think about something","bio","mind","causation_first",0.22,0
"subj_01","take a walk","think about something","action","mind","causation_first",0.5,0.08
"subj_01","become hungry","think about something","bio","mind","causation_first",0.04,0.09
"subj_01","choose what to do","think about something","mind","mind","causation_first",0.31,0
"subj_01","jump up and down","think about something","action","mind","causation_first",0.5,0
"subj_01","sit down","think about something","action","mind","causation_first",0.65,0.14
"subj_01","get tired","think about something","bio","mind","causation_first",0.63,0.25
"subj_01","kick something","think about something","action","mind","causation_first",0.23,0
"subj_01","feel scared","think about something","bio","mind","causation_first",0.86,0
"subj_01","see something","get tired","mind","bio","causation_first",0.71,0.39
"subj_01","get sick","get tired","bio","bio","causation_first",0.66,0
"subj_01","hear something","get tired","mind","bio","causation_first",0.36,0.37
"subj_01","reach for something","get tired","action","bio","causation_first",0.31,0.31
"subj_01","remember something","get tired","mind","bio","causation_first",0.62,0.52
"subj_01","experience pain","get tired","bio","bio","causation_first",0.52,0.19
"subj_01","take a walk","get tired","action","bio","causation_first",0.05,0
"subj_01","become hungry","get tired","bio","bio","causation_first",0.52,0.26
"subj_01","choose what to do","get tired","mind","bio","causation_first",0.37,0.21
"subj_01","jump up and down","get tired","action","bio","causation_first",0.03,0
"subj_01","sit down","get tired","action","bio","causation_first",0.06,0.36
"subj_01","think about something","get tired","mind","bio","causation_first",0.63,0.24
"subj_01","kick something","get tired","action","bio","causation_first",0.67,0.23
"subj_01","feel scared","get tired","bio","bio","causation_first",0.32,0.14
"subj_01","see something","kick something","mind","action","causation_first",0.31,0
"subj_01","get sick","kick something","bio","action","causation_first",0.66,0.65
"subj_01","hear something","kick something","mind","action","causation_first",0.56,0.26
"subj_01","reach for something","kick something","action","action","causation_first",0.68,0.71
"subj_01","remember something","kick something","mind","action","causation_first",0.36,0.25
"subj_01","experience pain","kick something","bio","action","causation_first",0.03,0
"subj_01","take a walk","kick something","action","action","causation_first",0.61,0.25
"subj_01","become hungry","kick something","bio","action","causation_first",0.35,0.26
"subj_01","choose what to do","kick something","mind","action","causation_first",0.56,0
"subj_01","jump up and down","kick something","action","action","causation_first",0.52,0.76
"subj_01","sit down","kick something","action","action","causation_first",0.61,0.25
"subj_01","think about something","kick something","mind","action","causation_first",0.23,0.34
"subj_01","get tired","kick something","bio","action","causation_first",0.67,0.37
"subj_01","feel scared","kick something","bio","action","causation_first",0.73,0
"subj_01","see something","feel scared","mind","bio","causation_first",0.53,0
"subj_01","get sick","feel scared","bio","bio","causation_first",0.28,0.24
"subj_01","hear something","feel scared","mind","bio","causation_first",0.07,0
"subj_01","reach for something","feel scared","action","bio","causation_first",0.73,0.34
"subj_01","remember something","feel scared","mind","bio","causation_first",0.41,0.11
"subj_01","experience pain","feel scared","bio","bio","causation_first",0.6,0
"subj_01","take a walk","feel scared","action","bio","causation_first",0.46,0.25
"subj_01","become hungry","feel scared","bio","bio","causation_first",0.81,0.25
"subj_01","choose what to do","feel scared","mind","bio","causation_first",0.76,0.07
"subj_01","jump up and down","feel scared","action","bio","causation_first",0.31,0.24
"subj_01","sit down","feel scared","action","bio","causation_first",0.16,0.26
"subj_01","think about something","feel scared","mind","bio","causation_first",0.86,0
"subj_01","get tired","feel scared","bio","bio","causation_first",0.32,0.74
"subj_01","kick something","feel scared","action","bio","causation_first",0.73,0.24
"subj_02","get tired","see something","bio","mind","causation_second",0.49,0.58
"subj_02","take a walk","see something","action","mind","causation_second",0.27,0.07
"subj_02","hear something","see something","mind","mind","causation_second",0,0.42
"subj_02","remember something","see something","mind","mind","causation_second",0.28,0.31
"subj_02","get sick","see something","bio","mind","causation_second",0.51,0.59
"subj_02","experience pain","see something","bio","mind","causation_second",0.55,0.59
"subj_02","choose what to do","see something","mind","mind","causation_second",0.38,0.43
"subj_02","reach for something","see something","action","mind","causation_second",0.13,0.46
"subj_02","sit down","see something","action","mind","causation_second",0.26,0.41
"subj_02","jump up and down","see something","action","mind","causation_second",0.31,0.46
"subj_02","become hungry","see something","bio","mind","causation_second",0.52,0.85
"subj_02","think about something","see something","mind","mind","causation_second",0.37,0.33
"subj_02","kick something","see something","action","mind","causation_second",0.23,0.42
"subj_02","feel scared","see something","bio","mind","causation_second",0.55,0.33
"subj_02","see something","get tired","mind","bio","causation_second",0.49,0.84
"subj_02","take a walk","get tired","action","bio","causation_second",0.16,0.11
"subj_02","hear something","get tired","mind","bio","causation_second",0.53,0.64
"subj_02","remember something","get tired","mind","bio","causation_second",0.83,0.9
"subj_02","get sick","get tired","bio","bio","causation_second",0.23,0.02
"subj_02","experience pain","get tired","bio","bio","causation_second",0.43,0.43
"subj_02","choose what to do","get tired","mind","bio","causation_second",0.58,0.32
"subj_02","reach for something","get tired","action","bio","causation_second",0.56,0.48
"subj_02","sit down","get tired","action","bio","causation_second",0.44,0.42
"subj_02","jump up and down","get tired","action","bio","causation_second",0.27,0.25
"subj_02","become hungry","get tired","bio","bio","causation_second",0.13,0.14
"subj_02","think about something","get tired","mind","bio","causation_second",0.94,0.32
"subj_02","kick something","get tired","action","bio","causation_second",0.19,0.37
"subj_02","feel scared","get tired","bio","bio","causation_second",0.11,0.11
"subj_02","see something","take a walk","mind","action","causation_second",0.27,0.7
"subj_02","get tired","take a walk","bio","action","causation_second",0.16,0.71
"subj_02","hear something","take a walk","mind","action","causation_second",0.32,0.75
"subj_02","remember something","take a walk","mind","action","causation_second",0.62,0.52
"subj_02","get sick","take a walk","bio","action","causation_second",0.31,0.85
"subj_02","experience pain","take a walk","bio","action","causation_second",0.34,0.45
"subj_02","choose what to do","take a walk","mind","action","causation_second",0.39,0.57
"subj_02","reach for something","take a walk","action","action","causation_second",0.32,0.85
"subj_02","sit down","take a walk","action","action","causation_second",0.33,0.89
"subj_02","jump up and down","take a walk","action","action","causation_second",0.1,0.72
"subj_02","become hungry","take a walk","bio","action","causation_second",0.27,0.34
"subj_02","think about something","take a walk","mind","action","causation_second",0.72,0.94
"subj_02","kick something","take a walk","action","action","causation_second",0.05,0.58
"subj_02","feel scared","take a walk","bio","action","causation_second",0.21,0.28
"subj_02","see something","hear something","mind","mind","causation_second",0,0.61
"subj_02","get tired","hear something","bio","mind","causation_second",0.53,0.44
"subj_02","take a walk","hear something","action","mind","causation_second",0.32,0.1
"subj_02","remember something","hear something","mind","mind","causation_second",0.22,0.36
"subj_02","get sick","hear something","bio","mind","causation_second",0.5,0.43
"subj_02","experience pain","hear something","bio","mind","causation_second",0.63,0.66
"subj_02","choose what to do","hear something","mind","mind","causation_second",0.46,0.44
"subj_02","reach for something","hear something","action","mind","causation_second",0.21,0.87
"subj_02","sit down","hear something","action","mind","causation_second",0.21,0.86
"subj_02","jump up and down","hear something","action","mind","causation_second",0.39,0.01
"subj_02","become hungry","hear something","bio","mind","causation_second",0.53,0.73
"subj_02","think about something","hear something","mind","mind","causation_second",0.33,0.24
"subj_02","kick something","hear something","action","mind","causation_second",0.26,0.52
"subj_02","feel scared","hear something","bio","mind","causation_second",0.61,0.27
"subj_02","see something","remember something","mind","mind","causation_second",0.28,0.26
"subj_02","get tired","remember something","bio","mind","causation_second",0.83,0.7
"subj_02","take a walk","remember something","action","mind","causation_second",0.62,0.73
"subj_02","hear something","remember something","mind","mind","causation_second",0.22,0.37
"subj_02","get sick","remember something","bio","mind","causation_second",0.75,0.83
"subj_02","experience pain","remember something","bio","mind","causation_second",0.9,0.45
"subj_02","choose what to do","remember something","mind","mind","causation_second",0.67,0.7
"subj_02","reach for something","remember something","action","mind","causation_second",0.41,0.58
"subj_02","sit down","remember something","action","mind","causation_second",0.4,0.73
"subj_02","jump up and down","remember something","action","mind","causation_second",0.68,0.73
"subj_02","become hungry","remember something","bio","mind","causation_second",0.79,0.46
"subj_02","think about something","remember something","mind","mind","causation_second",0.09,0.2
"subj_02","kick something","remember something","action","mind","causation_second",0.55,0.53
"subj_02","feel scared","remember something","bio","mind","causation_second",0.91,0.43
"subj_02","see something","get sick","mind","bio","causation_second",0.51,0.29
"subj_02","get tired","get sick","bio","bio","causation_second",0.23,0.24
"subj_02","take a walk","get sick","action","bio","causation_second",0.31,0.75
"subj_02","hear something","get sick","mind","bio","causation_second",0.5,0.63
"subj_02","remember something","get sick","mind","bio","causation_second",0.75,0.87
"subj_02","experience pain","get sick","bio","bio","causation_second",0.71,0.29
"subj_02","choose what to do","get sick","mind","bio","causation_second",0.78,0.31
"subj_02","reach for something","get sick","action","bio","causation_second",0.66,0.54
"subj_02","sit down","get sick","action","bio","causation_second",0.27,0.46
"subj_02","jump up and down","get sick","action","bio","causation_second",0.49,0.74
"subj_02","become hungry","get sick","bio","bio","causation_second",0.02,0.32
"subj_02","think about something","get sick","mind","bio","causation_second",0.9,0.36
"subj_02","kick something","get sick","action","bio","causation_second",0.23,0.28
"subj_02","feel scared","get sick","bio","bio","causation_second",0.42,0.37
"subj_02","see something","experience pain","mind","bio","causation_second",0.55,0.32
"subj_02","get tired","experience pain","bio","bio","causation_second",0.43,0.47
"subj_02","take a walk","experience pain","action","bio","causation_second",0.34,0.23
"subj_02","hear something","experience pain","mind","bio","causation_second",0.63,0.42
"subj_02","remember something","experience pain","mind","bio","causation_second",0.9,0.32
"subj_02","get sick","experience pain","bio","bio","causation_second",0.71,0.06
"subj_02","choose what to do","experience pain","mind","bio","causation_second",0.23,0.39
"subj_02","reach for something","experience pain","action","bio","causation_second",0.42,0.39
"subj_02","sit down","experience pain","action","bio","causation_second",0.74,0.44
"subj_02","jump up and down","experience pain","action","bio","causation_second",0.17,0.38
"subj_02","become hungry","experience pain","bio","bio","causation_second",0.63,0.25
"subj_02","think about something","experience pain","mind","bio","causation_second",0.93,0.26
"subj_02","kick something","experience pain","action","bio","causation_second",0.47,0.26
"subj_02","feel scared","experience pain","bio","bio","causation_second",0.27,0.11
"subj_02","see something","choose what to do","mind","mind","causation_second",0.38,0.39
"subj_02","get tired","choose what to do","bio","mind","causation_second",0.58,0.44
"subj_02","take a walk","choose what to do","action","mind","causation_second",0.39,0.74
"subj_02","hear something","choose what to do","mind","mind","causation_second",0.46,0.42
"subj_02","remember something","choose what to do","mind","mind","causation_second",0.67,0.26
"subj_02","get sick","choose what to do","bio","mind","causation_second",0.78,0.69
"subj_02","experience pain","choose what to do","bio","mind","causation_second",0.23,0.34
"subj_02","reach for something","choose what to do","action","mind","causation_second",0.19,0.59
"subj_02","sit down","choose what to do","action","mind","causation_second",0.68,0.78
"subj_02","jump up and down","choose what to do","action","mind","causation_second",0.23,0.88
"subj_02","become hungry","choose what to do","bio","mind","causation_second",0.74,0.28
"subj_02","think about something","choose what to do","mind","mind","causation_second",0.67,0.23
"subj_02","kick something","choose what to do","action","mind","causation_second",0.48,0.63
"subj_02","feel scared","choose what to do","bio","mind","causation_second",0.49,0.41
"subj_02","see something","reach for something","mind","action","causation_second",0.13,0.39
"subj_02","get tired","reach for something","bio","action","causation_second",0.56,0.68
"subj_02","take a walk","reach for something","action","action","causation_second",0.32,0.27
"subj_02","hear something","reach for something","mind","action","causation_second",0.21,0.44
"subj_02","remember something","reach for something","mind","action","causation_second",0.41,0.6
"subj_02","get sick","reach for something","bio","action","causation_second",0.66,0.24
"subj_02","experience pain","reach for something","bio","action","causation_second",0.42,0.45
"subj_02","choose what to do","reach for something","mind","action","causation_second",0.19,0.44
"subj_02","sit down","reach for something","action","action","causation_second",0.47,0.73
"subj_02","jump up and down","reach for something","action","action","causation_second",0.26,0.74
"subj_02","become hungry","reach for something","bio","action","causation_second",0.65,0.26
"subj_02","think about something","reach for something","mind","action","causation_second",0.43,0.64
"subj_02","kick something","reach for something","action","action","causation_second",0.36,0.44
"subj_02","feel scared","reach for something","bio","action","causation_second",0.55,0.39
"subj_02","see something","sit down","mind","action","causation_second",0.26,0.4
"subj_02","get tired","sit down","bio","action","causation_second",0.44,0.24
"subj_02","take a walk","sit down","action","action","causation_second",0.33,0.22
"subj_02","hear something","sit down","mind","action","causation_second",0.21,0.86
"subj_02","remember something","sit down","mind","action","causation_second",0.4,0.8
"subj_02","get sick","sit down","bio","action","causation_second",0.27,0.18
"subj_02","experience pain","sit down","bio","action","causation_second",0.74,0.3
"subj_02","choose what to do","sit down","mind","action","causation_second",0.68,0.53
"subj_02","reach for something","sit down","action","action","causation_second",0.47,0.62
"subj_02","jump up and down","sit down","action","action","causation_second",0.48,0.67
"subj_02","become hungry","sit down","bio","action","causation_second",0.34,0.42
"subj_02","think about something","sit down","mind","action","causation_second",0.56,0.95
"subj_02","kick something","sit down","action","action","causation_second",0.2,0.31
"subj_02","feel scared","sit down","bio","action","causation_second",0.59,0.57
"subj_02","see something","jump up and down","mind","action","causation_second",0.31,0.44
"subj_02","get tired","jump up and down","bio","action","causation_second",0.27,0.5
"subj_02","take a walk","jump up and down","action","action","causation_second",0.1,0.62
"subj_02","hear something","jump up and down","mind","action","causation_second",0.39,0.75
"subj_02","remember something","jump up and down","mind","action","causation_second",0.68,0.56
"subj_02","get sick","jump up and down","bio","action","causation_second",0.49,0.86
"subj_02","experience pain","jump up and down","bio","action","causation_second",0.17,0.31
"subj_02","choose what to do","jump up and down","mind","action","causation_second",0.23,0.53
"subj_02","reach for something","jump up and down","action","action","causation_second",0.26,0.6
"subj_02","sit down","jump up and down","action","action","causation_second",0.48,0.98
"subj_02","become hungry","jump up and down","bio","action","causation_second",0.43,0.55
"subj_02","think about something","jump up and down","mind","action","causation_second",0.74,0.48
"subj_02","kick something","jump up and down","action","action","causation_second",0.22,0.25
"subj_02","feel scared","jump up and down","bio","action","causation_second",0.21,0.24
"subj_02","see something","become hungry","mind","bio","causation_second",0.52,0.97
"subj_02","get tired","become hungry","bio","bio","causation_second",0.13,0.57
"subj_02","take a walk","become hungry","action","bio","causation_second",0.27,0.1
"subj_02","hear something","become hungry","mind","bio","causation_second",0.53,0.82
"subj_02","remember something","become hungry","mind","bio","causation_second",0.79,0.32
"subj_02","get sick","become hungry","bio","bio","causation_second",0.02,0.26
"subj_02","experience pain","become hungry","bio","bio","causation_second",0.63,0.59
"subj_02","choose what to do","become hungry","mind","bio","causation_second",0.74,0.92
"subj_02","reach for something","become hungry","action","bio","causation_second",0.65,0.75
"subj_02","sit down","become hungry","action","bio","causation_second",0.34,0.67
"subj_02","jump up and down","become hungry","action","bio","causation_second",0.43,0.36
"subj_02","think about something","become hungry","mind","bio","causation_second",0.94,0.39
"subj_02","kick something","become hungry","action","bio","causation_second",0.21,0.46
"subj_02","feel scared","become hungry","bio","bio","causation_second",0.32,0.74
"subj_02","see something","think about something","mind","mind","causation_second",0.37,0.35
"subj_02","get tired","think about something","bio","mind","causation_second",0.94,0.58
"subj_02","take a walk","think about something","action","mind","causation_second",0.72,0.6
"subj_02","hear something","think about something","mind","mind","causation_second",0.33,0.4
"subj_02","remember something","think about something","mind","mind","causation_second",0.09,0.09
"subj_02","get sick","think about something","bio","mind","causation_second",0.9,0.42
"subj_02","experience pain","think about something","bio","mind","causation_second",0.93,0.36
"subj_02","choose what to do","think about something","mind","mind","causation_second",0.67,0.11
"subj_02","reach for something","think about something","action","mind","causation_second",0.43,0.6
"subj_02","sit down","think about something","action","mind","causation_second",0.56,0.63
"subj_02","jump up and down","think about something","action","mind","causation_second",0.74,0.71
"subj_02","become hungry","think about something","bio","mind","causation_second",0.94,0.28
"subj_02","kick something","think about something","action","mind","causation_second",0.68,0.54
"subj_02","feel scared","think about something","bio","mind","causation_second",1,0.13
"subj_02","see something","kick something","mind","action","causation_second",0.23,0.77
"subj_02","get tired","kick something","bio","action","causation_second",0.19,0.86
"subj_02","take a walk","kick something","action","action","causation_second",0.05,0.42
"subj_02","hear something","kick something","mind","action","causation_second",0.26,0.74
"subj_02","remember something","kick something","mind","action","causation_second",0.55,0.56
"subj_02","get sick","kick something","bio","action","causation_second",0.23,0.58
"subj_02","experience pain","kick something","bio","action","causation_second",0.47,0.43
"subj_02","choose what to do","kick something","mind","action","causation_second",0.48,0.53
"subj_02","reach for something","kick something","action","action","causation_second",0.36,0.63
"subj_02","sit down","kick something","action","action","causation_second",0.2,0.87
"subj_02","jump up and down","kick something","action","action","causation_second",0.22,0.8
"subj_02","become hungry","kick something","bio","action","causation_second",0.21,0.92
"subj_02","think about something","kick something","mind","action","causation_second",0.68,0.7
"subj_02","feel scared","kick something","bio","action","causation_second",0.31,0.26
"subj_02","see something","feel scared","mind","bio","causation_second",0.55,0.25
"subj_02","get tired","feel scared","bio","bio","causation_second",0.11,0.44
"subj_02","take a walk","feel scared","action","bio","causation_second",0.21,0.35
"subj_02","hear something","feel scared","mind","bio","causation_second",0.61,0.25
"subj_02","remember something","feel scared","mind","bio","causation_second",0.91,0.24
"subj_02","get sick","feel scared","bio","bio","causation_second",0.42,0.17
"subj_02","experience pain","feel scared","bio","bio","causation_second",0.27,0.04
"subj_02","choose what to do","feel scared","mind","bio","causation_second",0.49,0.31
"subj_02","reach for something","feel scared","action","bio","causation_second",0.55,0.29
"subj_02","sit down","feel scared","action","bio","causation_second",0.59,0.76
"subj_02","jump up and down","feel scared","action","bio","causation_second",0.21,0.58
"subj_02","become hungry","feel scared","bio","bio","causation_second",0.32,0.57
"subj_02","think about something","feel scared","mind","bio","causation_second",1,0.04
