"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","14","2.0.0","101874","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","5575","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","get tired","jump up and down","50","","",""
"","","","","","html-slider-response","15","2.0.0","107698","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","5823","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","similar","get tired","","50","feel scared","",""
"","","","","","html-slider-response","16","2.0.0","113954","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6256","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","take a walk","think about something","50","","",""
"","","","","","html-slider-response","17","2.0.0","121386","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7431","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","18","2.0.0","129026","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7639","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","10","","causal","kick something","think about something","50","","",""
"","","","","","html-slider-response","19","2.0.0","135499","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6471","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","sit down","experience pain","50","","",""
"","","","","","html-slider-response","20","2.0.0","142795","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7295","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","causal","think about something","take a walk","50","","",""
"","","","","","html-slider-response","21","2.0.0","148578","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","5782","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","similar","see something","","50","hear something","",""
"","","","","","html-slider-response","22","2.0.0","153962","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","5384","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","experience pain","kick something","50","","",""
"","","","","","html-slider-response","23","2.0.0","161258","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7295","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","24","2.0.0","169074","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7816","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","176570","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7495","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","34","","similar","experience pain","","50","feel scared","",""
"","","","","","html-slider-response","26","2.0.0","182850","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6279","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","hear something","","50","see something","",""
"","","","","","html-slider-response","27","2.0.0","187386","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","4535","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","become hungry","take a walk","50","","",""
"","","","","","html-slider-response","28","2.0.0","192690","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","5303","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","jump up and down","think about something","50","","",""
"","","","","","html-slider-response","29","2.0.0","199186","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6495","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","63","","similar","feel scared","","50","become hungry","",""
"","","","","","html-slider-response","30","2.0.0","206786","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","7599","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","similar","choose what to do","","50","remember something","",""
"","","","","","html-slider-response","31","2.0.0","212851","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6064","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","84","","similar","remember something","","50","think about something","",""
"","","","","","html-slider-response","32","2.0.0","219010","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6159","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","33","2.0.0","223514","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","4503","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","see something","take a walk","50","","",""
"","","","","","html-slider-response","34","2.0.0","227610","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","4095","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","89","","causal","hear something","take a walk","50","","",""
"","","","","","instructions","35","2.0.0","233690","D5DE0F46EEF341A383C94F3271F02925","","9d07fa1c-5607-48ce-9d76-706cd0f6fa43","","6079","","","[{""page_index"":0,""viewing_time"":6079}]","","","","","","",""
