"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","216075","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3638","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","remember something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","219713","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3637","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","225016","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5302","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","9","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","228004","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2988","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","21","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","236959","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8954","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","239418","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2458","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","241404","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1985","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","243875","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2470","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","27","","similar","sit down","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","248822","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4946","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","251550","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2727","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","experience pain","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","254149","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2598","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","257471","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3321","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","260379","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2908","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","263282","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2902","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","266781","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3499","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","269465","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2683","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","271581","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2116","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","274069","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2487","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","52","","similar","kick something","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","276683","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2613","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","279925","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3241","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","282562","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2636","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","285313","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2751","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","288816","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3503","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","71","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","291286","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2469","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","293435","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2148","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","become hungry","","50","take a walk","","","","","","",""
"","","","","","instructions","35","2.1.0","295402","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1966","","","[{""page_index"":0,""viewing_time"":1966}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","315449","4F8701E5339B4A7FBEB1C68BC4DB29A2","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","20046","","{""feedback"":""my imagination factored my decisions"",""age"":""34"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","my imagination factored my decisions","34","Non-Hispanic","Male","White"
