"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","108696","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6427","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","50","","similarity","remember something","","50","50","","","think about something","","","","",""
"","","","","","html-slider-response","11","2.1.0","114024","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5327","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","50","","counterfactual","remember something","take a walk","50","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","120332","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6307","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","100","","similarity","get tired","","50","100","","","feel scared","","","","",""
"","","","","","html-slider-response","13","2.1.0","127839","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7507","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","5","","similarity","choose what to do","","50","5","","","remember something","","","","",""
"","","","","","html-slider-response","14","2.1.0","134120","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6280","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","100","","counterfactual","kick something","think about something","50","100","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","141276","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7155","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","50","","similarity","see something","","50","50","","","hear something","","","","",""
"","","","","","html-slider-response","16","2.1.0","147796","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6519","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","10","","similarity","kick something","","50","10","","","sit down","","","","",""
"","","","","","html-slider-response","17","2.1.0","154523","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6727","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","21","","similarity","sit down","","50","21","","","jump up and down","","","","",""
"","","","","","html-slider-response","18","2.1.0","162615","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8091","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","50","","counterfactual","see something","take a walk","50","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","169640","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7024","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","100","","similarity","feel scared","","50","100","","","get tired","","","","",""
"","","","","","html-slider-response","20","2.1.0","176964","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7323","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt hungry</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely yes""</strong></p>","100","","attention_check_similarity","","","50","","100","yes","","","","","",""
"","","","","","html-slider-response","21","2.1.0","181248","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4283","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","50","","similarity","hear something","","50","50","","","see something","","","","",""
"","","","","","html-slider-response","22","2.1.0","186964","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5715","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","75","","similarity","reach for something","","50","75","","","kick something","","","","",""
"","","","","","html-slider-response","23","2.1.0","190896","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","3932","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","100","","similarity","become hungry","","50","100","","","feel scared","","","","",""
"","","","","","html-slider-response","24","2.1.0","196148","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5251","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","50","","counterfactual","choose what to do","experience pain","50","50","","","","","","","",""
"","","","","","html-slider-response","25","2.1.0","203775","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7627","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","26","","similarity","think about something","","50","26","","","remember something","","","","",""
"","","","","","html-slider-response","26","2.1.0","208452","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4676","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","50","","counterfactual","think about something","get sick","50","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","212484","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4031","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","100","","similarity","get sick","","50","100","","","get tired","","","","",""
"","","","","","html-slider-response","28","2.1.0","218939","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6455","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","72","","similarity","take a walk","","50","72","","","sit down","","","","",""
"","","","","","html-slider-response","29","2.1.0","224596","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5656","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","89","","counterfactual","get sick","see something","50","89","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","229812","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5215","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","0","","counterfactual","become hungry","take a walk","50","0","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","234832","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5020","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","0","","counterfactual","hear something","take a walk","50","0","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","241175","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6342","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","51","","similarity","jump up and down","","50","51","","","sit down","","","","",""
"","","","","","html-slider-response","33","2.1.0","249456","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8280","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","26","","counterfactual","get tired","jump up and down","50","26","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","254299","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4843","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","0","","counterfactual","reach for something","become hungry","50","0","","","","","","","",""
"","","","","","instructions","35","2.1.0","265651","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","","11352","","","[{""page_index"":0,""viewing_time"":11352}]","","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","460449","6FE2C53AB3AA41A5BD892CE05DD890D2","0198e2e6-5004-7e4d-bd27-8e8f3cb59b01","0198e2d6-5c2e-73f5-8451-25a6796d814f","demographics_survey","194796","","{""feedback"":""I based everything on the information I was given, but not all of it was clear. For instance, they went for a walk then got scared, but were they scared DURING the walk or after? Some things, like getting sick, were unavoidable."",""age"":""42"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","I based everything on the information I was given, but not all of it was clear. For instance, they went for a walk then got scared, but were they scared DURING the walk or after? Some things, like getting sick, were unavoidable.","42","Non-Hispanic","Male","White"
