"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","141467","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","2456","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>see something.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","1","","named_substrate","","<p style=""font-size: 25px;""><strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","11","2.1.0","143588","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","2120","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>jump up and down.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","1","","named_substrate","","<p style=""font-size: 25px;""><strong>sit down</strong></p>","jump up and down","see something","sit down","","","","",""
"","","","","","html-button-response","12","2.1.0","145114","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","1525","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>hear something.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","0","","named_substrate","","<p style=""font-size: 25px;""><strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","13","2.1.0","147354","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","2239","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>choose what to do.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","0","","named_substrate","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","14","2.1.0","149154","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","1799","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>remember something.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","0","","named_substrate","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","15","2.1.0","152685","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","3529","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>feel scared.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","1","","named_substrate","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","get tired","","","","",""
"","","","","","html-button-response","16","2.1.0","155053","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","2366","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>reach for something.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","1","","named_substrate","","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","17","2.1.0","156765","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","1711","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>think about something.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","1","","named_substrate","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","18","2.1.0","159709","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","2943","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast a spell which gives the creature a special substrate <em>Ulana</em>. <br><em>Ulana</em> gives the creature the capacity to <strong>sit down.</strong> <br>Which other capacity does <em>Ulana</em> give this creature? The capacity to... </p>","0","","named_substrate","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","instructions","19","2.1.0","162950","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","","3240","","","[{""page_index"":0,""viewing_time"":3240}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","196527","3A027EB458E1432AB5977770B373F0CB","","0199f2f5-cfd1-7796-8b7d-f747034b60cd","demographics_survey","33566","","{""feedback"":""I considered what would be of the most benefit. Good content overall."",""age"":""36"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I considered what would be of the most benefit. Good content overall.","36","Non-Hispanic","Male","White"
