"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","148950","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","4802","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","11","2.1.0","160614","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","11663","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","12","2.1.0","166534","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","5919","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","become hungry","take a walk","experience pain","","","","",""
"","","","","","html-button-response","13","2.1.0","174742","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","8206","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","14","2.1.0","180104","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","5361","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","15","2.1.0","187996","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","7891","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>see something</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","16","2.1.0","197547","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","9549","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","17","2.1.0","204166","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","6617","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","jump up and down","think about something","sit down","","","","",""
"","","","","","html-button-response","18","2.1.0","209913","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","5746","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>reach for something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","instructions","19","2.1.0","215384","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","","5468","","","[{""page_index"":0,""viewing_time"":5468}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","225405","B1B2353DD9C84BA184750DA0113E28EC","988b759a-6f46-41d6-89be-56eea4513135","96564893-8422-4b16-9829-37cef1b14394","demographics_survey","9985","","{""feedback"":"""",""age"":""28"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","28","Non-Hispanic","Male","White"
