"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","121750","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","7665","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","11","2.1.0","126032","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","4267","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>kick something</strong></p>","experience pain","kick something","feel scared","","","","",""
"","","","","","html-button-response","12","2.1.0","137198","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","11156","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>see something</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","13","2.1.0","145242","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","8035","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","14","2.1.0","156791","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","11541","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","15","2.1.0","160684","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","3884","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","16","2.1.0","168314","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","7615","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","1","","causal","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","17","2.1.0","177204","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","8879","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","jump up and down","think about something","sit down","","","","",""
"","","","","","html-button-response","18","2.1.0","187390","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","10172","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>
              <p style=""font-size: 25px;"">I would make them...</p>","0","","causal","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","instructions","19","2.1.0","197934","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","","10536","","","[{""page_index"":0,""viewing_time"":10535}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","255557","D49BD7675DE7479B9242AE65F406E8D8","50daf9bc-d191-411b-9345-2228697f7661","96564893-8422-4b16-9829-37cef1b14394","demographics_survey","57558","","{""feedback"":""I listened to my gut feelings."",""age"":""53"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I listened to my gut feelings.","53","Non-Hispanic","Female","Black/African American"
