"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","307179","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","2811","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>become hungry</strong>? <br>I would make them... </p>","1","","ordinary","become hungry","take a walk","feel scared","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","311046","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","3865","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>hear something</strong>? <br>I would make them... </p>","1","","ordinary","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","312693","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","1646","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get tired</strong>? <br>I would make them... </p>","0","","ordinary","get tired","jump up and down","feel scared","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.1.0","319401","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","6707","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>jump up and down</strong>? <br>I would make them... </p>","0","","ordinary","jump up and down","see something","sit down","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","322001","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","2599","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>think about something</strong>? <br>I would make them... </p>","1","","ordinary","think about something","get sick","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","326281","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","4279","<p style=""font-size: 25px;"">For this question, please ignore previous instructions and select ""<strong>choose what to do</strong>"".
            <br>I would make them...</p>","0","","attention_check_ordinary","","","","choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","16","2.1.0","330617","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","4335","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>sit down</strong>? <br>I would make them... </p>","0","","ordinary","sit down","experience pain","jump up and down","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.1.0","340153","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","9535","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>reach for something</strong>? <br>I would make them... </p>","1","","ordinary","reach for something","become hungry","kick something","<p style=""font-size: 25px;""><strong>kick something</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","344073","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","3919","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>kick something</strong>? <br>I would make them... </p>","1","","ordinary","kick something","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","348227","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","","4153","","","[{""page_index"":0,""viewing_time"":4153}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","379455","41EE9ED4B68D471B844CADECDC939050","","019a7554-4882-75ac-add4-95f1a495302d","demographics_survey","31225","","{""feedback"":""I tried making the best selection that would lead to the desired outcome."",""age"":""33"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}","","","","","","","","I tried making the best selection that would lead to the desired outcome.","33","Hispanic","Male","White"
