"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","65986","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","3149","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>kick something</strong>? <br>I would make them... </p>","0","","ordinary","kick something","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","71518","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","5530","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>jump up and down</strong>? <br>I would make them... </p>","0","","ordinary","jump up and down","see something","sit down","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","75901","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","4381","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>remember something</strong>? <br>I would make them... </p>","1","","ordinary","remember something","take a walk","think about something","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.1.0","78269","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","2367","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>experience pain</strong>? <br>I would make them... </p>","0","","ordinary","experience pain","kick something","get tired","<p style=""font-size: 25px;""><strong>kick something</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","84601","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","6331","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>hear something</strong>? <br>I would make them... </p>","0","","ordinary","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","92018","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","7415","<p style=""font-size: 25px;"">For this question, please ignore previous instructions and select ""<strong>choose what to do</strong>"".
            <br>I would make them...</p>","0","","attention_check_ordinary","","","","choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","16","2.1.0","104585","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","12564","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>see something</strong>? <br>I would make them... </p>","0","","ordinary","see something","take a walk","hear something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.1.0","111253","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","6666","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>take a walk</strong>? <br>I would make them... </p>","0","","ordinary","take a walk","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","117569","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","6314","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get sick</strong>? <br>I would make them... </p>","1","","ordinary","get sick","see something","get tired","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","119769","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","","2198","","","[{""page_index"":0,""viewing_time"":2198}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","141038","0A196556EEC94ABAAD5B9231342E2561","","019a7554-4882-75ac-add4-95f1a495302d","demographics_survey","21266","","{""feedback"":""I tried to link cause and effect as much as possible."",""age"":""43"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I tried to link cause and effect as much as possible.","43","Non-Hispanic","Female","White"
