"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","71931","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","3087","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get tired</strong>? <br>I would make them... </p>","1","","ordinary","get tired","jump up and down","feel scared","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","74931","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","2999","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>think about something</strong>? <br>I would make them... </p>","0","","ordinary","think about something","get sick","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","79579","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","4647","<p style=""font-size: 25px;"">For this question, please ignore previous instructions and select ""<strong>choose what to do</strong>"".
            <br>I would make them...</p>","0","","attention_check_ordinary","","","","choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","13","2.1.0","85155","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","5575","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get sick</strong>? <br>I would make them... </p>","1","","ordinary","get sick","see something","get tired","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","87850","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","2694","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>feel scared</strong>? <br>I would make them... </p>","0","","ordinary","feel scared","see something","get tired","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","92467","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","4616","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>see something</strong>? <br>I would make them... </p>","1","","ordinary","see something","take a walk","hear something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","16","2.1.0","98459","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","5991","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>hear something</strong>? <br>I would make them... </p>","1","","ordinary","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.1.0","103058","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","4599","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>reach for something</strong>? <br>I would make them... </p>","0","","ordinary","reach for something","become hungry","kick something","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","108426","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","5366","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>kick something</strong>? <br>I would make them... </p>","0","","ordinary","kick something","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","121386","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","","12960","","","[{""page_index"":0,""viewing_time"":12960}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","253960","195E03D1CEBE4E4AB1C5C8156D0A3C59","","019a7554-4882-75ac-add4-95f1a495302d","demographics_survey","132576","","{""feedback"":""what was the intended outcome"",""age"":""57"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","what was the intended outcome","57","Non-Hispanic","Female","White"
