subject_id,condition,itemB,causal_itemA,similar_itemA,response,domain_itemB,domain_causalitemA,domain_similaritemA,causal_distance_causal_choice,freesort_distance_causal_choice,freesort_minus_causal_distance_causal,causal_distance_similar_choice,freesort_distance_similar_choice,freesort_minus_causal_distance_similar
subj_03,Magical,take a walk,think about something,sit down,CO,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_03,Magical,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_03,Magical,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_03,Magical,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_03,Magical,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_03,Magical,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_03,Magical,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_03,Magical,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_03,Magical,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_03,Magical,reach for something,become hungry,kick something,CO,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_03,Magical,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_03,Magical,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_03,Magical,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_03,Magical,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_03,Magical,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_04,Ordinary,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_04,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_04,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_04,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_04,Ordinary,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_04,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_04,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_04,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_04,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_04,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_04,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_04,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_04,Ordinary,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_04,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_04,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_05,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_05,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_05,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_05,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_05,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_05,Ordinary,sit down,experience pain,jump up and down,CO,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_05,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_05,Ordinary,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_05,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_05,Ordinary,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_05,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_05,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_05,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_05,Ordinary,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_05,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_06,Magical,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_06,Magical,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_06,Magical,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_06,Magical,sit down,experience pain,jump up and down,CO,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_06,Magical,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_06,Magical,kick something,think about something,sit down,CO,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_06,Magical,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_06,Magical,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_06,Magical,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_06,Magical,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_06,Magical,reach for something,become hungry,kick something,CO,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_06,Magical,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_06,Magical,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_06,Magical,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_06,Magical,take a walk,think about something,sit down,CO,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_07,Magical,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_07,Magical,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_07,Magical,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_07,Magical,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_07,Magical,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_07,Magical,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_07,Magical,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_07,Magical,sit down,experience pain,jump up and down,CO,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_07,Magical,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_07,Magical,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_07,Magical,take a walk,think about something,sit down,CO,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_07,Magical,reach for something,become hungry,kick something,CO,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_07,Magical,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_07,Magical,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_07,Magical,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_08,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_08,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_08,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_08,Ordinary,jump up and down,see something,sit down,CO,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_08,Ordinary,reach for something,become hungry,kick something,CO,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_08,Ordinary,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_08,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_08,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_08,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_08,Ordinary,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_08,Ordinary,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_08,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_08,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_08,Ordinary,kick something,think about something,sit down,CO,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_08,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_09,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_09,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_09,Ordinary,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_09,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_09,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_09,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_09,Ordinary,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_09,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_09,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_09,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_09,Ordinary,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_09,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_09,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_09,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_09,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_10,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_10,Ordinary,experience pain,kick something,get tired,CO,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_10,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_10,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_10,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_10,Ordinary,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_10,Ordinary,sit down,experience pain,jump up and down,CO,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_10,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_10,Ordinary,reach for something,become hungry,kick something,CO,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_10,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_10,Ordinary,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_10,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_10,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_10,Ordinary,kick something,think about something,sit down,CO,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_10,Ordinary,see something,take a walk,hear something,CC,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_11,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_11,Ordinary,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_11,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_11,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_11,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_11,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_11,Ordinary,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_11,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_11,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_11,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_11,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_11,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_11,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_11,Ordinary,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_11,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_12,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_12,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_12,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_12,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_12,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_12,Ordinary,hear something,take a walk,see something,CC,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_12,Ordinary,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_12,Ordinary,experience pain,kick something,get tired,CO,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_12,Ordinary,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_12,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_12,Ordinary,get tired,jump up and down,feel scared,CO,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_12,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_12,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_12,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_12,Ordinary,choose what to do,experience pain,remember something,CC,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_13,Ordinary,jump up and down,see something,sit down,CO,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_13,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_13,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_13,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_13,Ordinary,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_13,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_13,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_13,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_13,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_13,Ordinary,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_13,Ordinary,kick something,think about something,sit down,CO,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_13,Ordinary,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_13,Ordinary,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_13,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_13,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_14,Ordinary,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_14,Ordinary,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_14,Ordinary,experience pain,kick something,get tired,CC,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_14,Ordinary,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_14,Ordinary,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_14,Ordinary,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_14,Ordinary,remember something,take a walk,think about something,CC,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_14,Ordinary,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_14,Ordinary,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_14,Ordinary,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_14,Ordinary,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_14,Ordinary,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_14,Ordinary,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_14,Ordinary,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_14,Ordinary,get sick,see something,get tired,CO,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_15,Magical,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_15,Magical,hear something,take a walk,see something,CO,mind,action,mind,0.25,0.58,0.33,0.44,0.18,-0.27
subj_15,Magical,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_15,Magical,kick something,think about something,sit down,CC,action,mind,action,0.37,0.6,0.23,0.7,0.42,-0.29
subj_15,Magical,think about something,get sick,remember something,CO,mind,bio,mind,0.25,0.65,0.4,0.08,0.15,0.08
subj_15,Magical,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_15,Magical,sit down,experience pain,jump up and down,CO,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_15,Magical,experience pain,kick something,get tired,CO,bio,action,bio,0.13,0.51,0.38,0.43,0.41,-0.02
subj_15,Magical,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
subj_15,Magical,jump up and down,see something,sit down,CC,action,mind,action,0.29,0.6,0.32,0.83,0.3,-0.52
subj_15,Magical,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_15,Magical,reach for something,become hungry,kick something,CC,action,bio,action,0.21,0.56,0.35,0.54,0.4,-0.15
subj_15,Magical,become hungry,take a walk,feel scared,CC,bio,action,bio,0.18,0.55,0.37,0.67,0.44,-0.22
subj_15,Magical,feel scared,see something,get tired,CC,bio,mind,bio,0.12,0.54,0.42,0.51,0.4,-0.11
subj_15,Magical,choose what to do,experience pain,remember something,CO,mind,bio,mind,0.2,0.57,0.36,0.15,0.36,0.22
subj_16,Magical,see something,take a walk,hear something,CO,mind,action,mind,0.2,0.58,0.38,0.42,0.18,-0.24
subj_16,Magical,remember something,take a walk,think about something,CO,mind,action,mind,0.24,0.61,0.37,0.07,0.15,0.08
subj_16,Magical,take a walk,think about something,sit down,CC,action,mind,action,0.26,0.58,0.32,0.77,0.33,-0.44
subj_16,Magical,sit down,experience pain,jump up and down,CC,action,bio,action,0.13,0.58,0.45,0.54,0.3,-0.23
subj_16,Magical,get tired,jump up and down,feel scared,CC,bio,action,bio,0.1,0.54,0.43,0.42,0.4,-0.02
subj_16,Magical,get sick,see something,get tired,CC,bio,mind,bio,0.38,0.62,0.25,0.39,0.34,-0.06
