"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","23","2.1.0","131809","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4978","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","83","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","137691","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5877","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","142774","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5077","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","147773","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4995","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","43","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","155103","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7326","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","85","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","159998","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4890","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","164648","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4647","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","29","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","169372","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4719","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","174253","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4876","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","178180","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3923","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","182183","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4000","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","71","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","187255","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5070","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","similar","hear something","","50","see something","","","","","","",""
"","","","","","instructions","35","2.1.0","195862","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8606","","","[{""page_index"":0,""viewing_time"":8606}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","216871","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","21004","","{""feedback"":""if it made sense"",""age"":""33"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","if it made sense","33","Non-Hispanic","Female","White"
