"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","143624","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11945","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","150337","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6709","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","155458","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5119","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","165868","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10407","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","87","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","170346","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4475","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","similar","get tired","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","176503","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6155","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","182849","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6343","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","38","","causal","remember something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","188129","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5278","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","195659","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7528","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","202057","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6396","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","207375","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5315","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","211911","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4534","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","get sick","get tired","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","222343","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10430","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","47","","similar","reach for something","kick something","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","230865","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8518","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","49","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","239638","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8771","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","245818","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6177","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","6","","similar","sit down","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","250130","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4311","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","79","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","255749","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5616","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","8","","similar","hear something","see something","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","261261","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5510","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","66","","causal","reach for something","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","265950","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4685","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","kick something","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","269788","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3835","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","66","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","274079","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4287","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","277948","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3868","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","281759","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3808","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","285860","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4099","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","6","","similar","take a walk","jump up and down","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","290421","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4558","","","[{""page_index"":0,""viewing_time"":4558}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","350222","9FCA700FD35B4AC9A19A818C4CC7D057","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","59796","","{""feedback"":""I thought about a scenario where it could make sense."",""age"":""44"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","I thought about a scenario where it could make sense.","44","Non-Hispanic","Male","White"
