"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","52241","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5985","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","34","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","56012","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3767","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","79","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","59439","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3425","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","62567","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3125","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","66171","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3599","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","69843","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3670","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","causal","get sick","see something","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","86611","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","16766","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","93170","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6556","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","49","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","98014","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4842","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","100721","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2705","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","104141","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3418","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","107886","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3742","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","110431","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2541","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","113749","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3316","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","116833","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3082","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","126656","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9821","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","130387","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3729","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","68","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","134452","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4063","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","138672","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4217","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","141546","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2872","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","144561","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3012","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","147252","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2689","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","149572","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2318","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","79","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","151352","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","1779","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","85","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","156945","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5591","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","instructions","35","2.1.0","159549","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2602","","","[{""page_index"":0,""viewing_time"":2602}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","188155","A2C3521E6A2B4866B24DB573FC5C8F37","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","28589","","{""feedback"":""The words themselves combined with my personal experiences influenced it quite a bit"",""age"":""29"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}","","","","","","","","","The words themselves combined with my personal experiences influenced it quite a bit","29","Hispanic","Male","White"
