"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","183975","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","9424","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>think about something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","11","2.1.0","193334","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","9358","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>hear something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","12","2.1.0","200454","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","7119","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>take a walk</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","13","2.1.0","206010","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","5554","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>feel scared</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","feel scared","see something","get tired","","","","",""
"","","","","","html-button-response","14","2.1.0","213067","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","7056","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>remember something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","15","2.1.0","221020","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","7952","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>get tired</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","16","2.1.0","227176","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","6155","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>get sick</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>see something</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","17","2.1.0","234803","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","7625","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>see something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","18","2.1.0","239666","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","4862","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>become hungry</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","instructions","19","2.1.0","268429","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","28763","","","[{""page_index"":0,""viewing_time"":28763}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","295539","F2B1488FD02E4FB1A36B6744B704B08C","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","demographics_survey","27107","","{""feedback"":""N/A"",""age"":""41"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","N/A","41","Non-Hispanic","Male","Black/African American"
