"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.1.0","54140","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","2730","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>become hungry</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","html-button-response","11","2.1.0","58138","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","3997","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>jump up and down</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>sit down</strong></p>","jump up and down","see something","sit down","","","","",""
"","","","","","html-button-response","12","2.1.0","61145","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","3006","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>think about something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","13","2.1.0","65500","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","4354","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>sit down</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","14","2.1.0","68136","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","2635","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>get sick</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","15","2.1.0","74555","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","6418","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>take a walk</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","16","2.1.0","76619","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","2063","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>get tired</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","17","2.1.0","80129","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","3509","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>see something</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","0","","named_spell","","<p style=""font-size: 25px;""><strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","18","2.1.0","82159","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","2029","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, you cast the <em>Ulana</em> spell. <br>The <em>Ulana</em> spell gives the creature the capacity to <strong>experience pain</strong>, and one other capacity. <br>Which do you think is this other capacity? </p>","1","","named_spell","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","experience pain","kick something","get tired","","","","",""
"","","","","","instructions","19","2.1.0","121698","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","","39538","","","[{""page_index"":0,""viewing_time"":39538}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","183855","2A7E2B339E2B4E3C82FA88D0A979CB07","","0199f2a0-e393-77c9-8aea-ce82d4d5233b","demographics_survey","62156","","{""feedback"":""Mainly what made the most sense and most useful"",""age"":""38"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","Mainly what made the most sense and most useful","38","Non-Hispanic","Female","White"
