"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","11","2.1.0","47470","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","2455","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>jump up and down</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>see something</strong></p>","jump up and down","see something","sit down","","","","",""
"","","","","","html-button-response","12","2.1.0","50046","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","2575","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>take a walk</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","take a walk","think about something","sit down","","","","",""
"","","","","","html-button-response","13","2.1.0","52726","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","2679","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>become hungry</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","html-button-response","14","2.1.0","57862","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","5136","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>choose what to do</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","15","2.1.0","60654","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","2791","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>think about something</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","16","2.1.0","62630","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","1976","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>sit down</strong>? <br>I would make them... </p>","1","","ordinary","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","17","2.1.0","63766","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","1135","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>get sick</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>see something</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","18","2.1.0","66038","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","2271","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>remember something</strong>? <br>I would make them... </p>","0","","ordinary","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","instructions","19","2.1.0","71718","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","","5679","","","[{""page_index"":0,""viewing_time"":5679}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","107328","C90A736CBD2E42469E67DBD9712850A3","","019a7554-4882-75ac-add4-95f1a495302d","demographics_survey","35608","","{""feedback"":""This was a confusing survey, but I do like how it wasn't super long and repetitive"",""age"":""40"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Hispanic""}","","","","","","","","This was a confusing survey, but I do like how it wasn't super long and repetitive","40","Hispanic","Male","White"
