"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","10","2.1.0","275988","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8049","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","76","","similarity","take a walk","","50","76","","","sit down","","","","",""
"","","","","","html-slider-response","11","2.1.0","296971","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","20980","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","77","","counterfactual","hear something","take a walk","50","77","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","306039","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9064","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","74","","counterfactual","feel scared","see something","50","74","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","319591","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","13550","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","76","","similarity","jump up and down","","50","76","","","sit down","","","","",""
"","","","","","html-slider-response","14","2.1.0","326723","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7129","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","25","","counterfactual","see something","take a walk","50","25","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","333326","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6600","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","100","","similarity","become hungry","","50","100","","","feel scared","","","","",""
"","","","","","html-slider-response","16","2.1.0","343881","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10553","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","24","","similarity","choose what to do","","50","24","","","remember something","","","","",""
"","","","","","html-slider-response","17","2.1.0","354936","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","11053","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","76","","similarity","reach for something","","50","76","","","kick something","","","","",""
"","","","","","html-slider-response","18","2.1.0","475942","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","121004","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","26","","counterfactual","sit down","experience pain","50","26","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","484048","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8102","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","76","","similarity","kick something","","50","76","","","sit down","","","","",""
"","","","","","html-slider-response","20","2.1.0","514373","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","30322","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","77","","similarity","get sick","","50","77","","","get tired","","","","",""
"","","","","","html-slider-response","21","2.1.0","521359","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6984","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","27","","similarity","remember something","","50","27","","","think about something","","","","",""
"","","","","","html-slider-response","22","2.1.0","531639","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10276","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","74","","counterfactual","choose what to do","experience pain","50","74","","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","536869","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5228","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","76","","counterfactual","reach for something","become hungry","50","76","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","543046","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6176","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","75","","similarity","see something","","50","75","","","hear something","","","","",""
"","","","","","html-slider-response","25","2.1.0","548279","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5230","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","75","","counterfactual","jump up and down","see something","50","75","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","554821","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6539","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt hungry</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely yes""</strong></p>","100","","attention_check_similarity","","","50","","100","yes","","","","","",""
"","","","","","html-slider-response","27","2.1.0","560554","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5730","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","76","","similarity","hear something","","50","76","","","see something","","","","",""
"","","","","","html-slider-response","28","2.1.0","567471","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6913","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","26","","counterfactual","get sick","see something","50","26","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","614583","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","47110","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","76","","similarity","think about something","","50","76","","","remember something","","","","",""
"","","","","","html-slider-response","30","2.1.0","708875","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","94289","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","77","","counterfactual","remember something","take a walk","50","77","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","715020","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6143","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","75","","counterfactual","experience pain","kick something","50","75","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","719270","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4248","<p style=""font-size: 25px;"">A person <strong>got sick</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get sick</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","75","","counterfactual","think about something","get sick","50","75","","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","724242","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4968","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","75","","counterfactual","become hungry","take a walk","50","75","","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","729394","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5150","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","75","","counterfactual","kick something","think about something","50","75","","","","","","","",""
"","","","","","instructions","35","2.1.0","737631","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8236","","","[{""page_index"":0,""viewing_time"":8236}]","","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","795917","49CFDCE52C284B0B8F4375DBAB5B7917","0198e2e6-55bd-746e-a990-12bad1179cd6","0198e2d6-5c2e-73f5-8451-25a6796d814f","demographics_survey","58282","","{""feedback"":""It depended on what the first thing that they did was as to what I chose for if they'd still do the second thing or not. "",""age"":""37"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","It depended on what the first thing that they did was as to what I chose for if they'd still do the second thing or not. ","37","Non-Hispanic","Female","White"
