"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"","","","","","html-slider-response","11","2.1.0","65582","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4533","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","8","","causal","get sick","see something","50","","",""
"","","","","","html-slider-response","12","2.1.0","68992","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3409","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","63","","causal","think about something","take a walk","50","","",""
"","","","","","html-slider-response","13","2.1.0","72098","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3105","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","70","","causal","hear something","take a walk","50","","",""
"","","","","","html-slider-response","14","2.1.0","76118","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4019","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","68","","causal","jump up and down","think about something","50","","",""
"","","","","","html-slider-response","15","2.1.0","80779","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4660","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","get sick","","50","get tired","",""
"","","","","","html-slider-response","16","2.1.0","87675","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","6895","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","","50","think about something","",""
"","","","","","html-slider-response","17","2.1.0","95112","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","7436","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","hear something","","50","see something","",""
"","","","","","html-slider-response","18","2.1.0","101736","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","6623","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","causal","take a walk","think about something","50","","",""
"","","","","","html-slider-response","19","2.1.0","105634","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3897","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","kick something","think about something","50","","",""
"","","","","","html-slider-response","20","2.1.0","112863","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","7228","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","56","","similar","reach for something","","50","kick something","",""
"","","","","","html-slider-response","21","2.1.0","116001","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3137","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","similar","get tired","","50","feel scared","",""
"","","","","","html-slider-response","22","2.1.0","118358","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","2356","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","90","","causal","get tired","jump up and down","50","","",""
"","","","","","html-slider-response","23","2.1.0","121927","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3568","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","take a walk","","50","jump up and down","",""
"","","","","","html-slider-response","24","2.1.0","127380","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","5452","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.1.0","132949","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","5568","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","88","","similar","see something","","50","hear something","",""
"","","","","","html-slider-response","26","2.1.0","138773","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","5823","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","27","2.1.0","142957","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4183","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","think about something","","50","remember something","",""
"","","","","","html-slider-response","28","2.1.0","145772","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","2814","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","29","2.1.0","149883","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4110","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","feel scared","","50","become hungry","",""
"","","","","","html-slider-response","30","2.1.0","154766","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4882","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","sit down","","50","jump up and down","",""
"","","","","","html-slider-response","31","2.1.0","158809","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4042","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","32","2.1.0","172913","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","14103","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","causal","sit down","experience pain","50","","",""
"","","","","","html-slider-response","33","2.1.0","176786","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","3872","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","64","","causal","reach for something","become hungry","50","","",""
"","","","","","html-slider-response","34","2.1.0","179436","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","2649","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","causal","remember something","take a walk","50","","",""
"","","","","","instructions","35","2.1.0","184008","A1BF7FC0218C413DBF44419C5809320E","","01995e61-aa68-7c40-a165-d70fbb70a291","","4571","","","[{""page_index"":0,""viewing_time"":4571}]","","","","","","",""
