"itemA","itemB","domain_itemA","domain_itemB","mean_causal_distance","mean_freesort_distance","freesort_minus_causal"
"experience pain","sit down","bio","action",0.122970297029703,0.585742574257426,0.462772277227723
"experience pain","take a walk","bio","action",0.51009900990099,0.598613861386139,0.0885148514851485
"experience pain","think about something","bio","mind",0.190693069306931,0.584554455445545,0.393861386138614
"feel scared","become hungry","bio","bio",0.658712871287129,0.419009900990099,-0.23970297029703
"feel scared","choose what to do","bio","mind",0.200792079207921,0.551584158415842,0.350792079207921
"feel scared","experience pain","bio","bio",0.303267326732673,0.312376237623762,0.00910891089108912
"feel scared","get sick","bio","bio",0.324554455445545,0.302574257425743,-0.021980198019802
"feel scared","get tired","bio","bio",0.395049504950495,0.396633663366337,0.00158415841584159
"feel scared","hear something","bio","mind",0.328514851485149,0.474059405940594,0.145544554455446
"feel scared","jump up and down","bio","action",0.380990099009901,0.607524752475248,0.226534653465347
"feel scared","kick something","bio","action",0.302970297029703,0.513069306930693,0.21009900990099
"feel scared","reach for something","bio","action",0.233267326732673,0.588910891089109,0.355643564356436
"feel scared","remember something","bio","mind",0.21,0.491287128712871,0.281287128712871
"feel scared","see something","bio","mind",0.356633663366337,0.525247524752475,0.168613861386139
"feel scared","sit down","bio","action",0.261089108910891,0.597326732673267,0.336237623762376
"feel scared","take a walk","bio","action",0.36019801980198,0.595148514851485,0.234950495049505
"feel scared","think about something","bio","mind",0.125940594059406,0.525643564356436,0.39970297029703
"get sick","become hungry","bio","bio",0.475247524752475,0.346831683168317,-0.128415841584158
"get sick","choose what to do","bio","mind",0.25049504950495,0.601881188118812,0.351386138613861
"get sick","experience pain","bio","bio",0.0818811881188119,0.20950495049505,0.127623762376238
"get sick","feel scared","bio","bio",0.131287128712871,0.302574257425743,0.171287128712871
"get sick","get tired","bio","bio",0.0987128712871287,0.332772277227723,0.234059405940594
"get sick","hear something","bio","mind",0.518019801980198,0.58980198019802,0.0717821782178217
"get sick","jump up and down","bio","action",0.771980198019802,0.603861386138614,-0.168118811881188
"get sick","kick something","bio","action",0.59950495049505,0.527623762376238,-0.0718811881188118
"get sick","reach for something","bio","action",0.307425742574257,0.61029702970297,0.302871287128713
"get sick","remember something","bio","mind",0.352970297029703,0.618811881188119,0.265841584158416
"get sick","see something","bio","mind",0.42970297029703,0.609306930693069,0.17960396039604
"get sick","sit down","bio","action",0.138712871287129,0.559405940594059,0.420693069306931
"get sick","take a walk","bio","action",0.612079207920792,0.583564356435644,-0.0285148514851485
"get sick","think about something","bio","mind",0.217821782178218,0.638910891089109,0.421089108910891
"get tired","become hungry","bio","bio",0.44970297029703,0.307524752475248,-0.142178217821782
"get tired","choose what to do","bio","mind",0.271188118811881,0.582178217821782,0.310990099009901
"get tired","experience pain","bio","bio",0.41980198019802,0.404653465346535,-0.0151485148514852
"get tired","feel scared","bio","bio",0.511980198019802,0.396633663366337,-0.115346534653465
"get tired","get sick","bio","bio",0.378118811881188,0.332772277227723,-0.0453465346534653
"get tired","hear something","bio","mind",0.537128712871287,0.571386138613861,0.0342574257425742
"get tired","jump up and down","bio","action",0.753663366336634,0.528613861386139,-0.225049504950495
"get tired","kick something","bio","action",0.650891089108911,0.568019801980198,-0.082871287128713
"get tired","reach for something","bio","action",0.39990099009901,0.585940594059406,0.186039603960396
"get tired","remember something","bio","mind",0.44049504950495,0.616732673267327,0.176237623762376
"get tired","see something","bio","mind",0.481782178217822,0.585445544554455,0.103663366336634
"get tired","sit down","bio","action",0.0898019801980198,0.461683168316832,0.371881188118812
"get tired","take a walk","bio","action",0.630990099009901,0.52029702970297,-0.110693069306931
"get tired","think about something","bio","mind",0.264851485148515,0.608910891089109,0.344059405940594
"hear something","become hungry","mind","bio",0.453465346534653,0.557722772277228,0.104257425742574
"hear something","choose what to do","mind","mind",0.180594059405941,0.468910891089109,0.288316831683168
"hear something","experience pain","mind","bio",0.366237623762376,0.567128712871287,0.200891089108911
"hear something","feel scared","mind","bio",0.117623762376238,0.474059405940594,0.356435643564356
"hear something","get sick","mind","bio",0.596039603960396,0.58980198019802,-0.00623762376237624
"hear something","get tired","mind","bio",0.558316831683168,0.571386138613861,0.013069306930693
"hear something","jump up and down","mind","action",0.326732673267327,0.601584158415842,0.274851485148515
"hear something","kick something","mind","action",0.42019801980198,0.531980198019802,0.111782178217822
"hear something","reach for something","mind","action",0.249009900990099,0.456435643564356,0.207425742574257
"hear something","remember something","mind","mind",0.142574257425743,0.299009900990099,0.156435643564356
"hear something","see something","mind","mind",0.404851485148515,0.164653465346535,-0.24019801980198
"hear something","sit down","mind","action",0.329306930693069,0.58,0.250693069306931
"hear something","take a walk","mind","action",0.358118811881188,0.561881188118812,0.203762376237624
"hear something","think about something","mind","mind",0.104059405940594,0.319009900990099,0.214950495049505
"jump up and down","become hungry","action","bio",0.353960396039604,0.554851485148515,0.200891089108911
"jump up and down","choose what to do","action","mind",0.560594059405941,0.475841584158416,-0.0847524752475248
"jump up and down","experience pain","action","bio",0.238910891089109,0.565445544554455,0.326534653465346
"jump up and down","feel scared","action","bio",0.60960396039604,0.607524752475248,-0.00207920792079208
"jump up and down","get sick","action","bio",0.435445544554455,0.603861386138614,0.168415841584158
"jump up and down","get tired","action","bio",0.103069306930693,0.528613861386139,0.425544554455446
"jump up and down","hear something","action","mind",0.461089108910891,0.601584158415842,0.14049504950495
"jump up and down","kick something","action","action",0.504158415841584,0.287623762376238,-0.216534653465347
"jump up and down","reach for something","action","action",0.484257425742574,0.394455445544554,-0.0898019801980198
"jump up and down","remember something","action","mind",0.522574257425743,0.631683168316832,0.109108910891089
"jump up and down","see something","action","mind",0.422772277227723,0.603564356435644,0.180792079207921
"jump up and down","sit down","action","action",0.526237623762376,0.277227722772277,-0.249009900990099
"jump up and down","take a walk","action","action",0.622970297029703,0.223168316831683,-0.39980198019802
"jump up and down","think about something","action","mind",0.426930693069307,0.625148514851485,0.198217821782178
"kick something","become hungry","action","bio",0.588514851485148,0.527227722772277,-0.0612871287128712
"kick something","choose what to do","action","mind",0.480990099009901,0.538613861386139,0.0576237623762377
"kick something","experience pain","action","bio",0.128811881188119,0.473069306930693,0.344257425742574
"kick something","feel scared","action","bio",0.383267326732673,0.513069306930693,0.12980198019802
"kick something","get sick","action","bio",0.575049504950495,0.527623762376238,-0.0474257425742574
"kick something","get tired","action","bio",0.259009900990099,0.568019801980198,0.309009900990099
"kick something","hear something","action","mind",0.305742574257426,0.531980198019802,0.226237623762376
"kick something","jump up and down","action","action",0.468613861386139,0.287623762376238,-0.180990099009901
"kick something","reach for something","action","action",0.508019801980198,0.393861386138614,-0.114158415841584
"kick something","remember something","action","mind",0.452079207920792,0.582574257425743,0.13049504950495
"kick something","see something","action","mind",0.545247524752475,0.552475247524753,0.00722772277227723
"kick something","sit down","action","action",0.511089108910891,0.417128712871287,-0.093960396039604
"kick something","take a walk","action","action",0.582475247524752,0.340594059405941,-0.241881188118812
"kick something","think about something","action","mind",0.337128712871287,0.57990099009901,0.242772277227723
"reach for something","become hungry","action","bio",0.563366336633663,0.548514851485149,-0.0148514851485149
"reach for something","choose what to do","action","mind",0.344257425742574,0.49049504950495,0.146237623762376
"reach for something","experience pain","action","bio",0.29960396039604,0.588514851485148,0.288910891089109
"reach for something","feel scared","action","bio",0.46019801980198,0.588910891089109,0.128712871287129
"reach for something","get sick","action","bio",0.632970297029703,0.61029702970297,-0.0226732673267327
"reach for something","get tired","action","bio",0.386138613861386,0.585940594059406,0.19980198019802
"reach for something","hear something","action","mind",0.536534653465347,0.456435643564356,-0.0800990099009901
"reach for something","jump up and down","action","action",0.516039603960396,0.394455445544554,-0.121584158415842
"reach for something","kick something","action","action",0.583960396039604,0.393861386138614,-0.19009900990099
"reach for something","remember something","action","mind",0.325544554455446,0.488514851485149,0.162970297029703
"reach for something","see something","action","mind",0.369306930693069,0.429306930693069,0.06
"reach for something","sit down","action","action",0.546534653465347,0.433762376237624,-0.112772277227723
"reach for something","take a walk","action","action",0.585841584158416,0.386732673267327,-0.199108910891089
"reach for something","think about something","action","mind",0.294851485148515,0.488217821782178,0.193366336633663
"remember something","become hungry","mind","bio",0.33970297029703,0.584059405940594,0.244356435643564
"remember something","choose what to do","mind","mind",0.148910891089109,0.373465346534653,0.224554455445545
"remember something","experience pain","mind","bio",0.308910891089109,0.596237623762376,0.287326732673267
"remember something","feel scared","mind","bio",0.136138613861386,0.491287128712871,0.355148514851485
"remember something","get sick","mind","bio",0.493069306930693,0.618811881188119,0.125742574257426
"remember something","get tired","mind","bio",0.491386138613861,0.616732673267327,0.125346534653465
"remember something","hear something","mind","mind",0.501980198019802,0.299009900990099,-0.202970297029703
"remember something","jump up and down","mind","action",0.443168316831683,0.631683168316832,0.188514851485149
"remember something","kick something","mind","action",0.430693069306931,0.582574257425743,0.151881188118812
"remember something","reach for something","mind","action",0.291089108910891,0.488514851485149,0.197425742574257
"remember something","see something","mind","mind",0.373366336633663,0.334059405940594,-0.0393069306930693
"remember something","sit down","mind","action",0.287524752475248,0.60039603960396,0.312871287128713
"remember something","take a walk","mind","action",0.307227722772277,0.58970297029703,0.282475247524752
"remember something","think about something","mind","mind",0.0768316831683168,0.164059405940594,0.0872277227722772
"see something","become hungry","mind","bio",0.236831683168317,0.578118811881188,0.341287128712871
"see something","choose what to do","mind","mind",0.167821782178218,0.45029702970297,0.282475247524753
"see something","experience pain","mind","bio",0.398217821782178,0.574851485148515,0.176633663366337
"see something","feel scared","mind","bio",0.125148514851485,0.525247524752475,0.40009900990099
"see something","get sick","mind","bio",0.369207920792079,0.609306930693069,0.24009900990099
"see something","get tired","mind","bio",0.502970297029703,0.585445544554455,0.0824752475247524
"see something","hear something","mind","mind",0.456336633663366,0.164653465346535,-0.291683168316832
"see something","jump up and down","mind","action",0.27039603960396,0.603564356435644,0.333168316831683
"see something","kick something","mind","action",0.315247524752475,0.552475247524753,0.237227722772277
"see something","reach for something","mind","action",0.198514851485149,0.429306930693069,0.230792079207921
"see something","remember something","mind","mind",0.125742574257426,0.334059405940594,0.208316831683168
"see something","sit down","mind","action",0.303366336633663,0.577425742574257,0.274059405940594
"see something","take a walk","mind","action",0.312376237623762,0.559108910891089,0.246732673267327
"see something","think about something","mind","mind",0.0997029702970297,0.339207920792079,0.23950495049505
"sit down","become hungry","action","bio",0.571188118811881,0.501287128712871,-0.0699009900990099
"sit down","choose what to do","action","mind",0.384554455445545,0.485049504950495,0.10049504950495
"sit down","experience pain","action","bio",0.400891089108911,0.585742574257426,0.184851485148515
"sit down","feel scared","action","bio",0.628019801980198,0.597326732673267,-0.0306930693069307
"sit down","get sick","action","bio",0.682871287128713,0.559405940594059,-0.123465346534653
"sit down","get tired","action","bio",0.458514851485148,0.461683168316832,0.00316831683168323
"sit down","hear something","action","mind",0.478811881188119,0.58,0.101188118811881
"sit down","jump up and down","action","action",0.81980198019802,0.277227722772277,-0.542574257425743
"sit down","kick something","action","action",0.694158415841584,0.417128712871287,-0.277029702970297
"sit down","reach for something","action","action",0.433762376237624,0.433762376237624,0
"sit down","remember something","action","mind",0.348910891089109,0.60039603960396,0.251485148514851
"sit down","see something","action","mind",0.447128712871287,0.577425742574257,0.13029702970297
"sit down","take a walk","action","action",0.772871287128713,0.301782178217822,-0.471089108910891
"sit down","think about something","action","mind",0.239108910891089,0.588811881188119,0.34970297029703
"take a walk","become hungry","action","bio",0.174851485148515,0.522574257425743,0.347722772277228
"take a walk","choose what to do","action","mind",0.28,0.459207920792079,0.179207920792079
"take a walk","experience pain","action","bio",0.249009900990099,0.598613861386139,0.34960396039604
"take a walk","feel scared","action","bio",0.391287128712871,0.595148514851485,0.203861386138614
"take a walk","get sick","action","bio",0.462574257425743,0.583564356435644,0.120990099009901
"take a walk","get tired","action","bio",0.110594059405941,0.52029702970297,0.40970297029703
"take a walk","hear something","action","mind",0.237722772277228,0.561881188118812,0.324158415841584
"take a walk","jump up and down","action","action",0.616435643564356,0.223168316831683,-0.393267326732673
"take a walk","kick something","action","action",0.462673267326733,0.340594059405941,-0.122079207920792
"take a walk","reach for something","action","action",0.435544554455446,0.386732673267327,-0.0488118811881188
"take a walk","remember something","action","mind",0.220594059405941,0.58970297029703,0.369108910891089
"take a walk","see something","action","mind",0.186138613861386,0.559108910891089,0.372970297029703
"take a walk","sit down","action","action",0.470693069306931,0.301782178217822,-0.168910891089109
"take a walk","think about something","action","mind",0.156930693069307,0.555346534653465,0.398415841584158
"think about something","become hungry","mind","bio",0.232376237623762,0.584356435643564,0.351980198019802
"think about something","choose what to do","mind","mind",0.128811881188119,0.357821782178218,0.229009900990099
"think about something","experience pain","mind","bio",0.327722772277228,0.584554455445545,0.256831683168317
"think about something","feel scared","mind","bio",0.127326732673267,0.525643564356436,0.398316831683168
"think about something","get sick","mind","bio",0.451485148514851,0.638910891089109,0.187425742574257
"think about something","get tired","mind","bio",0.388811881188119,0.608910891089109,0.22009900990099
"think about something","hear something","mind","mind",0.467227722772277,0.319009900990099,-0.148217821782178
"think about something","jump up and down","mind","action",0.383168316831683,0.625148514851485,0.241980198019802
"think about something","kick something","mind","action",0.374257425742574,0.57990099009901,0.205643564356436
"think about something","reach for something","mind","action",0.246039603960396,0.488217821782178,0.242178217821782
"think about something","remember something","mind","mind",0.0641584158415842,0.164059405940594,0.0999009900990099
"think about something","see something","mind","mind",0.405544554455446,0.339207920792079,-0.0663366336633663
"think about something","sit down","mind","action",0.259306930693069,0.588811881188119,0.329504950495049
"think about something","take a walk","mind","action",0.262079207920792,0.555346534653465,0.293267326732673
